"转让人","受让人","申请人地区","受让人地址","转让人省份","受让人省份"
"浙江启博知识产权运营有限公司; 浙江工业大学","四川承转科技有限公司; 浙江启博知识产权运营有限公司","浙江","四川省自贡市自流井区汇兴路学苑街180号(四川轻化工大学大学实习实训大楼1504-2室); 310018 浙江省杭州市经济技术开发区白杨街道科技园路57号17幢1004-1006室","浙江","四川"
"上海斐讯数据通信技术有限公司; 长兴吕山金鹭孵化器有限公司; 杭州吉吉知识产权运营有限公司","杭州吉吉知识产权运营有限公司; 湖州帷幄知识产权运营有限公司; 长兴吕山金鹭孵化器有限公司","上海","310000 浙江省杭州市滨江区西兴街道江淑路260号10242室; 313000 浙江省湖州市吴兴区爱山街道新天地商务写字楼1019室; 313105 浙江省湖州市长兴县吕山乡金村村","上海","31"
"深圳尚格知识产权服务有限公司; 华为技术有限公司","泉州台商投资区天泰工业设计有限公司; 深圳尚格知识产权服务有限公司","福建","362124 福建省泉州市台商投资区洛阳镇杏田村杏田公交总站二楼203; 518000 广东省深圳市宝安区新安街道前进一路269号诺铂广场625室","福建","36"
"贾帅东; 张立华; 李思鹏","中国人民解放军海军大连舰艇学院","辽宁","116018 辽宁省大连市中山区解放路667号","辽宁","11"
"杭州吉吉知识产权运营有限公司; 湖州帷幄知识产权运营有限公司; 上海斐讯数据通信技术有限公司; 蚌埠叁零玖科技咨询有限公司","蚌埠叁零玖科技咨询有限公司; 中建三局第二建设工程有限责任公司; 南京戎光软件科技有限公司; 杭州吉吉知识产权运营有限公司; 湖州帷幄知识产权运营有限公司","上海","233000 安徽省蚌埠市龙子湖区凤阳西路东安市场3楼; 430070 湖北省武汉市洪山区鲁磨路306号; 310000 浙江省杭州市滨江区西兴街道江淑路260号10242室; 313001 浙江省湖州市吴兴区爱山街道新天地写字楼1019室","上海","23"
"上海华力微电子有限公司","上海华力集成电路制造有限公司","上海","201203 上海市浦东新区康桥东路298号1幢1060室","上海","20"
"卢丽花","国网福建省电力有限公司信息通信分公司; 国网信通亿力科技有限责任公司","福建","350000 福建省福州市鼓楼区五四路264号2号楼10层","福建","35"
"徐州工业职业技术学院","南京耀苏信息技术有限公司","江苏","210000 江苏省南京市高淳区经济开发区古檀大道47号","江苏","21"
"华为技术有限公司; 深圳尚格知识产权服务有限公司","深圳尚格知识产权服务有限公司; 南京荣创软件技术有限公司","广东","518100 广东省深圳市宝安区新安街道前进一路269号诺铂广场625室; 210012 江苏省南京市雨花台区软件大道106号2幢301-1室","广东","51"
"深圳尚格知识产权服务有限公司; 罗三杰; 华为技术有限公司; 黑龙江省诚美盛世知识产权运营有限公司","罗三杰; 黑龙江省诚美盛世知识产权运营有限公司; 深圳尚格知识产权服务有限公司; 绥化市鸿盈信息科技有限公司","广东","223600 江苏省宿迁市沭阳县淮河大道西侧垃圾焚烧发电厂; 152000 黑龙江省绥化市北林区绥化师苑专科学校(大学生创新创业基地408室); 518000 广东省深圳市宝安区新安街道前进一路269号诺铂广场625室; 152000 黑龙江省绥化市北林区团结街5委","广东","22"
"华为技术有限公司; 深圳尚格知识产权服务有限公司","深圳尚格知识产权服务有限公司; 德正远(青岛)新能源科技有限公司","山东","518000 广东省深圳市宝安区新安街道前进一路269号诺铂广场625室; 266000 山东省青岛市莱西市姜山镇西环路9号","山东","51"
"上海斐讯数据通信技术有限公司; 湖州丰源农业装备制造有限公司","湖州丰源农业装备制造有限公司; 湖南名创触控科技有限公司","上海","313028 浙江省湖州市八里店镇工业园区; 423000 湖南省郴州市苏仙区五里牌镇苏仙产业开发区环新源路112号先进智造园C21栋","上海","31"
"上海斐讯数据通信技术有限公司","深圳市六度人和科技有限公司","上海","518000 广东省深圳市南山区粤海街道科技南十二路28号康佳研发大厦20A-C","上海","51"
"上海斐讯数据通信技术有限公司; 湖州丰源农业装备制造有限公司","湖州丰源农业装备制造有限公司; 深圳市大光网络科技有限公司","上海","313028 浙江省湖州市八里店镇工业园区; 518000 广东省深圳市光明区光明街道东周社区双明大道南侧云智科技园3栋C座1302","上海","31"
"杭州吉吉知识产权运营有限公司; 上海斐讯数据通信技术有限公司; 蚌埠立超信息科技有限公司; 湖州帷幄知识产权运营有限公司","蚌埠立超信息科技有限公司; 杭州吉吉知识产权运营有限公司; 湖州帷幄知识产权运营有限公司; 昆山九崴信息科技有限公司","上海","233000 安徽省蚌埠市燕山路8319号(上理工科技园6号302室); 310000 浙江省杭州市滨江区西兴街道江淑路260号10242室; 313000 浙江省湖州市吴兴区爱山街道新天地商务写字楼1019室; 215300 江苏省苏州市昆山市锦溪镇锦昌路28号3号房9606号","上海","23"
"上海斐讯数据通信技术有限公司; 湖州丰源农业装备制造有限公司","湖州丰源农业装备制造有限公司; 苏州苏驼通信科技股份有限公司","上海","313028 浙江省湖州市八里店镇工业园区; 215000 江苏省苏州市吴中区胥口镇惠安路8号惠民工业园3号、5号、11号厂房","上海","31"
"杭州中威电子股份有限公司","杭州中威数字技术有限公司","浙江","310000 浙江省杭州市滨江区西兴街道西兴路1819号702室","浙江","31"
"上海斐讯数据通信技术有限公司","灿音科技(深圳)有限公司","上海","518000 广东省深圳市南山区招商街道沿山社区南海大道1079号花园城数码大厦B座201-A047","上海","51"
"上海斐讯数据通信技术有限公司; 湖州丰源农业装备制造有限公司","湖州丰源农业装备制造有限公司; 南京识骥信息技术有限公司","上海","313028 浙江省湖州市八里店镇工业园区; 210000 江苏省南京市玄武区玄武大道108号聚慧园1号楼10层","上海","31"
"华为技术有限公司; 深圳尚格知识产权服务有限公司","深圳尚格知识产权服务有限公司; 刚佑(安徽)智能科技有限公司","安徽","518000 广东省深圳市宝安区新安街道前进一路269号诺铂广场625室; 243000 安徽省马鞍山市郑蒲港新区蒲建产业园2#厂房东侧","安徽","51"
"深圳尚格知识产权服务有限公司; 华为技术有限公司","北京航天天盾信息有限公司; 深圳尚格知识产权服务有限公司","北京","100089 北京市海淀区永定路85号三区412楼-1号; 518000 广东省深圳市宝安区新安街道前进一路269号诺铂广场625室","北京","10"
"上海斐讯数据通信技术有限公司; 湖州帷幄知识产权运营有限公司; 杭州吉吉知识产权运营有限公司; 蚌埠立超信息科技有限公司","杭州吉吉知识产权运营有限公司; 亿诚桐(北京)信息科技有限公司; 蚌埠立超信息科技有限公司; 湖州帷幄知识产权运营有限公司","上海","310000 浙江省杭州市滨江区西兴街道江淑路260号10242室; 102601 北京市大兴区隆华大街55号院15号楼4层4219室; 233000 安徽省蚌埠市燕山路8319号(上理工科技园6号302室); 313000 浙江省湖州市吴兴区爱山街道新天地商务写字楼1019室","上海","31"
"上海斐讯数据通信技术有限公司; 湖州丰源农业装备制造有限公司","湖州丰源农业装备制造有限公司; 浙江雅致科技集团有限公司","上海","313028 浙江省湖州市八里店镇工业园区; 325000 浙江省温州市瓯海经济开发区东方南路50号温州市国家大学科技园7号楼2楼211室","上海","31"
"上海斐讯数据通信技术有限公司; 湖州丰源农业装备制造有限公司","湖州丰源农业装备制造有限公司; 江苏梦想物联有限公司","上海","313028 浙江省湖州市八里店镇工业园区; 210000 江苏省南京市玄武区玄武大道108号徐庄高新区二期聚慧园5号楼9层","上海","31"
"杭州吉吉知识产权运营有限公司; 上海斐讯数据通信技术有限公司; 浙江安吉椅业科技有限公司","浙江安吉椅业科技有限公司; 杭州吉吉知识产权运营有限公司; 湖州帷幄知识产权运营有限公司","上海","313300 浙江省湖州市安吉县递铺镇阳光工业园区; 310000 浙江省杭州市滨江区西兴街道江淑路260号10242室; 313000 浙江省湖州市吴兴区爱山街道新天地商务写字楼1019室","上海","31"
"杭州吉吉知识产权运营有限公司; 湖州帷幄知识产权运营有限公司; 上海斐讯数据通信技术有限公司; 蚌埠立超信息科技有限公司","蚌埠立超信息科技有限公司; 滕州博奥科技有限公司; 杭州吉吉知识产权运营有限公司; 湖州帷幄知识产权运营有限公司","上海","233000 安徽省蚌埠市燕山路8319号(上理工科技园6号302室); 277000 山东省枣庄市滕州市荆河街道杏坛路55号华联美食城1楼内102室; 310000 浙江省杭州市滨江区西兴街道江淑路260号10242室; 313000 浙江省湖州市吴兴区爱山街道新天地商务写字楼1019室","上海","23"
"福建优安米信息科技有限公司; 湖州优研知识产权服务有限公司","湖州优研知识产权服务有限公司; 无锡知更鸟网络科技有限公司","福建","313000 浙江省湖州市南浔区南浔镇朝阳路666号南浔科技创业园一层1020室; 214000 江苏省无锡市锡山区安镇街道丹山路88号锡东创融大厦C栋1505","福建","31"
"努比亚技术有限公司","深圳索信达数据技术有限公司","广东","518000 广东省深圳市南山区高新南六道6号迈科龙大厦13层1301A室","广东","51"
"上海比林电子科技有限公司","广东亿云付科技有限公司","上海","528000 广东省佛山市南海区里水镇沙涌沙步工业区沙步中路18号七楼(住所申报)","上海","52"
"武汉改图网技术有限公司","武汉墨纸科技有限公司","湖北","430070 湖北省武汉市洪山区书城路26号洪山科技创业中心B栋嗅钛工坊一层C30号","湖北","43"
"宿迁益世商务秘书有限公司; 北京京东尚科信息技术有限公司; 北京京东世纪贸易有限公司","京东益世商服科技有限公司; 宿迁益世商务秘书有限公司","北京","100176 北京市大兴区北京经济技术开发区科创十一街18号院2号楼4层A401室; 223800 江苏省宿迁市宿豫区洪泽湖东路19号恒通大厦416-429室","北京","10"
"杭州吉吉知识产权运营有限公司; 湖州帷幄知识产权运营有限公司; 蚌埠立超信息科技有限公司; 上海斐讯数据通信技术有限公司","蚌埠立超信息科技有限公司; 湖南琴海数码股份有限公司; 湖州帷幄知识产权运营有限公司; 杭州吉吉知识产权运营有限公司","上海","233000 安徽省蚌埠市燕山路8319号(上理工科技园6号302室); 410000 湖南省长沙市芙蓉区隆平高科技园湖南省科研成果转化中心厂房2栋4楼; 313000 浙江省湖州市吴兴区爱山街道新天地商务写字楼1019室; 310000 浙江省杭州市滨江区西兴街道江淑路260号10242室","上海","23"
"上海斐讯数据通信技术有限公司; 杭州吉吉知识产权运营有限公司; 湖州帷幄知识产权运营有限公司; 蚌埠立超信息科技有限公司","杭州吉吉知识产权运营有限公司; 蚌埠立超信息科技有限公司; 厦门链建科技有限公司; 湖州帷幄知识产权运营有限公司","上海","310000 浙江省杭州市滨江区西兴街道江淑路260号10242室; 233000 安徽省蚌埠市燕山路8319号(上理工科技园6号302室); 361000 福建省厦门市思明区湖滨东路93号2007室; 313000 浙江省湖州市吴兴区爱山街道新天地商务写字楼1019室","上海","31"
"杭州电子科技大学; 浙江知多多网络科技有限公司","浙江知多多网络科技有限公司; 芜湖启博知识产权运营有限公司","浙江","310016 浙江省杭州市江干区高德置地中心1号楼3003室-1; 241100 安徽省芜湖市湾沚区湾沚镇芜湖通航创新园5号楼806室(南湖路与经二路交叉东北角)","浙江","31"
"上海斐讯数据通信技术有限公司; 蚌埠立超信息科技有限公司; 杭州吉吉知识产权运营有限公司; 湖州帷幄知识产权运营有限公司","杭州吉吉知识产权运营有限公司; 湖州帷幄知识产权运营有限公司; 蚌埠立超信息科技有限公司; 深圳市博力扬光电技术有限公司","上海","310000 浙江省杭州市滨江区西兴街道江淑路260号10242室; 313000 浙江省湖州市吴兴区爱山街道新天地商务写字楼1019室; 233000 安徽省蚌埠市燕山路8319号(上理工科技园6号302室); 518000 广东省深圳市龙华区福城街道茜坑社区茜坑南路7号16栋201","上海","31"
"上海斐讯数据通信技术有限公司; 湖州丰源农业装备制造有限公司","湖州丰源农业装备制造有限公司; 黑龙江省乾昇科技有限公司","上海","313028 浙江省湖州市八里店镇工业园区; 150000 黑龙江省哈尔滨市松北区智谷二街3043号哈尔滨松北(深圳龙岗)科技创新产业园10栋8楼803-832室","上海","31"
"杭州电子科技大学; 芜湖启博知识产权运营有限公司; 浙江知多多网络科技有限公司","浙江知多多网络科技有限公司; 安徽安匠信息科技有限公司; 芜湖启博知识产权运营有限公司","浙江","310016 浙江省杭州市江干区高德置地中心1号楼3003室-1; 241000 安徽省芜湖市鸠江区清水街道富强路69号鸠江电子产业园E座8层; 241100 安徽省芜湖市湾沚区湾沚镇芜湖通航创新园5号楼806室(南湖路与经二路交叉东北角)","浙江","31"
