"转让人","受让人","IPC分类号","申请人地区","受让人地址","转让人省份","受让人省份"
"无锡桑尼安科技有限公司","福州环亚众志计算机有限公司","G06F19/00","福建","350000 福建省福州市台江区鳌峰路184-186号桂园怡景二期2号楼8层02单元","福建","35"
"西南交通大学","芽米科技(广州)有限公司","H04L29/06","四川","510530 广东省广州市黄埔区科丰路85号801房","四川","51"
"重庆理工大学","芽米科技(广州)有限公司","H04L29/06; G06K9/62; G06N3/04; G06N3/08","重庆","510530 广东省广州市黄埔区科丰路85号801房","重庆","51"
"鸿富锦精密工业(深圳)有限公司; 鸿海精密工业股份有限公司","嘉善县魏塘资产管理有限公司","H04L29/06; H04L29/12","广东","浙江省嘉兴市嘉善县魏塘街道环北西路355号二楼西侧西二间","广东","浙江"
"安庆师范大学","河北凯通信息技术服务有限公司","G06T7/40; G06T7/90","安徽","073000 河北省保定市定州市商业街与兴定路交叉口北行200米路西(爵仕山小区3幢19层1910号)","安徽","07"
"中国建设银行股份有限公司","建信金融科技有限责任公司","H04L12/24; H04L29/06; H04L29/08","北京","200120 上海市浦东新区自由贸易试验区银城路99号12层、15层","北京","20"
"成都布林特信息技术有限公司","成都信息工程大学","G06F16/25","四川","610225 四川省成都市西南航空港经济开发区学府路一段24号","四川","61"
"重庆邮电大学","北京神州数码云科信息技术有限公司; 神州鲲泰(厦门)信息技术有限公司","H04L9/08; H04L9/32","北京","100000 北京市海淀区上地九街9号3层301号","北京","10"
"谷歌有限责任公司","瑞典爱立信有限公司","G06F3/00","美国","瑞典斯德哥尔摩","美国","瑞典"
"泰州三凯工程技术有限公司","重庆工程职业技术学院","G06T7/62; G06T5/00; A62B1/00","重庆","402260 重庆市江津区南北大道1号重庆工程职业技术学院","重庆","40"
"株式会社日立制作所","瑞萨电子株式会社","G06F3/14; G09G3/36; G02F1/133; G06F3/048; G09G3/20; G09G5/34; G06F3/0485","日本","日本神奈川","日本","日本"
"广东工业大学","合肥名龙电子科技有限公司","G06Q20/40; G06F21/55; H04L9/40","广东","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1015","广东","23"
"阿尔特拉公司","英特尔公司","G06F7/52; H03K19/173; H03K19/177; G06F17/50","美国","美国加利福尼亚州","美国","美国"
"辛纳普蒂克斯公司","株式会社和冠","G06F3/0484; G06F3/0488","美国","日本埼玉县","美国","日本"
"SK普兰尼特有限公司","SK电信有限公司","G06Q30/02; H02J7/00","韩国","韩国首尔","韩国","韩国"
"西安理工大学","广州市卓航信息科技有限公司","G06V10/764; G06V10/80; G06V10/77; G06V10/50; G06V10/26","广东","510000 广东省广州市番禺区南村镇兴业大道东422号2062室","广东","51"
"西安交通大学","税友软件集团股份有限公司","G06F17/30; G06Q40/00","陕西","310053 浙江省杭州市滨江区南环路3738号税友大厦","陕西","31"
"烽火通信科技股份有限公司","烽火通信科技股份有限公司; 武汉长江计算科技有限公司","H04L67/56","湖北","430000 湖北省武汉市东湖高新技术开发区高新四路6号","湖北","43"
"艾利森电话股份有限公司","因芬尼昂技术股份公司","G06F17/50; H01L21/82","瑞典",NA,"瑞典","Unknown"
"北京神州数码云科信息技术有限公司","北京神州数码云科信息技术有限公司; 神州鲲泰(厦门)信息技术有限公司","H04L29/06; H04L12/14","北京","100085 北京市海淀区上地九街9号3层301号","北京","10"
"郑州云海信息技术有限公司","浪潮云信息技术有限公司","G06F8/30; G06F8/41; G06F8/70","河南","250100 山东省济南市高新区浪潮路1036号浪潮科技园S01号楼","河南","25"
"东北林业大学","哈尔滨理工大学","G06F3/039","黑龙江","150080 黑龙江省哈尔滨市南岗区学府路52号","黑龙","15"
"广东电网有限责任公司电力调度控制中心","南方电网电力科技股份有限公司","G06Q10/04; G06Q50/06","广东","510000 广东省广州市越秀区西华路捶帽新街1-3号华业大厦附楼501-503室(不可作厂房使用)","广东","51"
"索尼株式会社","汤姆逊许可公司","G06F3/033; G06F3/03; G06F3/00; G06F3/01; G06F3/02; G06F3/041; G06F3/042","日本","法国伊西莱穆利诺","日本","法国"
"惠州TCL移动通信有限公司","湖北华中电力科技开发有限责任公司","G06F11/22; G06F3/16","广东","430070 湖北省武汉市洪山区珞瑜路546号","广东","43"
"上海博泰悦臻电子设备制造有限公司","上海汽车集团股份有限公司","G06F3/01; G06F3/048; G06F3/0482","上海","201203 上海市张江高科技园区松涛路563号1号楼509室","上海","20"
"浪潮电子信息产业股份有限公司","浪潮云信息技术有限公司","G06F9/445","山东","250100 山东省济南市高新区浪潮路1036号浪潮科技园S01号楼","山东","25"
"珠海市君天电子科技有限公司","珠海豹趣科技有限公司","H04L12/24","广东","519000 广东省珠海市横琴新区宝华路6号105室-53811(集中办公区)","广东","51"
"西安电子科技大学","OPPO广东移动通信有限公司","H04L9/08; H04W8/00; H04W12/02; H04W12/03; H04W12/0431; H04W12/06; H04W12/50; H04W12/122","陕西","523860 广东省东莞市长安镇乌沙海滨路18号","陕西","52"
"北京百度网讯科技有限公司","深圳市凌晨知识产权运营有限公司","G06F30/18; G06F30/27; G06F113/02; G06F119/20","北京","518000 广东省深圳市龙华区龙华街道龙园社区龙发路428花园街B24花园街B23B","北京","51"
"富泰华工业(深圳)有限公司; 鸿海精密工业股份有限公司","嘉善县魏塘资产管理有限公司","G06F3/02; G06F1/16","广东","浙江省嘉兴市嘉善县魏塘街道环北西路355号二楼西侧西二间","广东","浙江"
"浙江省北大信息技术高等研究院; 杭州未名信科科技有限公司","杭州未名信科科技有限公司; 浙江省北大信息技术高等研究院","G06K9/46; G06K9/62; G06N3/04","浙江","311200 浙江省杭州市萧山区宁围街道钱江世纪公园C区1幢101室","浙江","31"
"诺基亚通信公司","起源资产集团有限责任公司","H04L29/06; G06F17/24","芬兰","美国纽约州","芬兰","美国"
"展讯通信(上海)有限公司; 芯鑫融资租赁(厦门)有限责任公司; 芯鑫融资租赁(北京)有限责任公司; 芯鑫融资租赁有限责任公司","芯鑫融资租赁有限责任公司; 展讯通信(上海)有限公司; 芯鑫融资租赁(厦门)有限责任公司; 芯鑫融资租赁(北京)有限责任公司","H04L5/02; H04L27/26","上海","200127 中国(上海)自由贸易试验区张杨路707号32楼3205F室; 201203 上海市浦东新区张江高科技园区祖冲之路2288弄展讯中心1号楼; 361012 福建省厦门市中国(福建)自由贸易试验区厦门片区象屿路97号厦门国际航运中心D栋8层05单元; 201203 上海市浦东新区中国(上海)自由贸易试验区祖冲之路2288; 100033 北京市西城区金融街乙9号威斯汀行政公寓2062室","上海","20"
"杭州电子科技大学","合肥智慧龙机械设计有限公司","G06Q10/04; G06Q50/06; G06F17/18","浙江","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1018","浙江","23"
"惠普开发有限公司","瑞典爱立信有限公司","G06F9/06; G06F9/22","瑞典","瑞典斯德哥尔摩","瑞典","瑞典"
"杭州电子科技大学","杭州电子科技大学上虞科学与工程研究院有限公司; 杭州电子科技大学","G06F18/23; G06F18/214; G06N20/00; G06N3/0464; G06N3/098","浙江","312300 浙江省绍兴市上虞区曹娥街道五星西路外五甲村上虞产教融合创新园1期复兴西路77号","浙江","31"
"安庆师范大学","合肥名龙电子科技有限公司","G06F13/16; G06F13/40; G06F1/3287","安徽","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1015","安徽","23"
"国际商业机器公司","联发科技股份有限公司","G06F3/033; G06F3/00; G06F3/041; G06F3/14","美国",NA,"美国","Unknown"
"重庆邮电大学","山东高速信联科技股份有限公司","G06F18/213; G06N3/08; G06N3/0464; G08G1/065","山东","250000 山东省济南市高新区汉峪金谷A7-5信联科技大厦","山东","25"
"金陵科技学院","合肥名龙电子科技有限公司","G06F1/16; G06F1/20","江苏","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1015","江苏","23"
"国网山东省电力公司电力科学研究院; 国家电网有限公司","国网智能科技股份有限公司","G06T11/00; G06T7/00","山东","250101 山东省济南市高新孙村片区飞跃大道以南、26号路以东(ICT产业园内)电力智能机器人生产项目101","山东","25"
"广东工业大学","广州大鱼创福科技有限公司","G06T19/00; A63F13/52; G06F40/211; G06F40/289; G06N3/045; G06N3/0475; G06N3/094; G06F3/01","广东","510530 广东省广州市黄埔区科丰路85号801房","广东","51"
"歌尔科技有限公司","歌尔光学科技有限公司","G06T7/13; G06T7/00; G06T7/181","山东","261031 山东省潍坊市高新区东明路以东玉清街以北(歌尔电子办公楼502室)","山东","26"
"浪潮软件科技有限公司","浪潮通信技术有限公司","H04L69/18; H04L69/08; H04W80/02","山东","266107 山东省青岛市城阳区丹山工业园湘潭路2号","山东","26"
"汪风珍","深圳市兆能讯通科技有限公司","G06F11/10","湖南","518000 广东省深圳市光明新区光明街道白花社区大外环路南侧汇得宝工业园七栋厂房第5层","湖南","51"
"中国南方电网有限责任公司; 南方电网数字电网研究院股份有限公司","南方电网数字企业科技(广东)有限公司","G06F9/448","广东","510030 广东省广州市越秀区东风东路836号1座2802房","广东","51"
"三星电子株式会社","高通股份有限公司","H04L1/08; H03M13/00; G06F11/10; G11B20/22; H03M7/00; H03M13/09; H03M13/27; H03M13/29; H03M13/37; H03M13/45; H04L1/00; H04L1/16; H04L1/18","韩国","美国加利福尼亚州","韩国","美国"
"阿里巴巴(中国)有限公司","拉扎斯网络科技(上海)有限公司","G06F11/36; G06F21/12","浙江","200333 上海市普陀区真北路788号507室","浙江","20"
"浪潮卓数大数据产业发展有限公司","浪潮云信息技术股份公司","G06F21/60","江苏","250100 山东省济南市高新区浪潮路1036号浪潮科技园S01号楼","江苏","25"
"西南交通大学","合肥名龙电子科技有限公司","G06Q10/04; G06Q50/06; G06Q10/06; G06N3/00","四川","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1015","四川","23"
"成都理工大学","合肥名龙电子科技有限公司","G06V10/764; G06V10/82; G06K9/62; G06N3/04; G06N3/08","四川","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1015","四川","23"
"四川九成信息技术有限公司","广西电网有限责任公司","H04L29/08; G06F17/30; H04L12/24","广西","530000 广西壮族自治区南宁市兴宁区民主路6号","广西","53"
"奕力科技(开曼)股份有限公司; 奕力科技股份有限公司","奕力科技股份有限公司; 奕力科技(开曼)股份有限公司","G06F3/041; G06F3/044","台湾","中国台湾新竹县竹北市台元二街1号10楼之1; 开曼群岛大开曼岛西湾路802号芙蓉道宏阁邮政信箱","台湾","中国"
"西南科技大学","合肥智慧龙机械设计有限公司","G06F30/13; G06F30/20; E02D5/18; G06F119/14","四川","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1018","四川","23"
"张伟","江苏永鼎通信有限公司","H04L29/08; G06T19/20","江苏","215212 江苏省苏州市吴江区黎里镇越秀路888号","江苏","21"
"华为技术有限公司","苏州鱼得水电气科技有限公司","H04L12/24","广东","215010 江苏省苏州市高新区长江路556号5幢704室","广东","21"
"上海浪潮云计算服务有限公司","浪潮云信息技术有限公司","H04L29/08","山东","250100 山东省济南市高新区浪潮路1036号浪潮科技园S01号楼","山东","25"
"浪潮(北京)电子信息产业有限公司","苏州浪潮智能科技有限公司","G06F16/188; G06F21/62","江苏","215100 江苏省苏州市江苏吴中区吴中经济开发区郭巷街道官浦路1号9幢","江苏","21"
"刘强","山东理工大学","G06K9/00; G06K9/34; G06K9/40; G06K9/46; G06K9/62; G06N3/04; G06N3/08; G06T5/00; G06T5/20; G06T7/70; B07C5/342; B07C5/36","山东","255086 山东省淄博市高新技术开发区高创园A座313室","山东","25"
"中国南方电网有限责任公司; 南方电网数字电网研究院股份有限公司","南方电网数字电网研究院股份有限公司","G06F40/30; G06F18/214; G06F18/22; G06N3/0442; G06Q50/06","广东","510700 广东省广州市黄埔区中新广州知识城亿创街1号406房之86","广东","51"
"夏普株式会社","株式会社和冠","G06F3/044; G01B7/00; G06F3/041","日本","日本埼玉县","日本","日本"
"浪潮电子信息产业股份有限公司","苏州浪潮智能科技有限公司","G06F1/18","江苏","215100 江苏省苏州市吴中区吴中经济开发区郭巷街道官浦路1号9幢","江苏","21"
"北京迈格威科技有限公司","原力金智(重庆)科技有限公司","G06Q30/015; G06Q30/0601","北京","401100 重庆市渝北区两江新区卉竹路2号9幢2层257号","北京","40"
"深圳市英威诺科技有限公司","上海兆言网络科技有限公司","G06V10/74; G06V20/40","上海","200000 上海市杨浦区伟成路62号501、502、503、504室","上海","20"
"展讯通信(上海)有限公司; 芯鑫融资租赁(厦门)有限责任公司; 芯鑫融资租赁有限责任公司; 芯鑫融资租赁(北京)有限责任公司","芯鑫融资租赁有限责任公司; 展讯通信(上海)有限公司; 芯鑫融资租赁(北京)有限责任公司; 芯鑫融资租赁(厦门)有限责任公司","H04L12/26; H04L12/24; H04B17/00; H04M1/24","上海","200127 上海市浦东新区自由贸易试验区张杨路707号32楼3205F室; 201203 上海市浦东新区张江高科技园区祖冲之路2288弄展讯中心1号楼; 100033 北京市西城区金融街乙9号威斯汀行政公寓2062室; 361012 福建省厦门市中国(福建)自由贸易试验区厦门片区象屿路97号厦门国际航运中心D栋8层05单元; 201203 上海市浦东新区中国(上海)自由贸易试验区祖冲之路2288","上海","20"
"华为终端有限公司","荣耀终端有限公司","G06F1/3234; G06K7/10; H04N5/232","广东","518040 广东省深圳市福田区香蜜湖街道东海社区红荔西路8089号深业中城6号楼A单元3401","广东","51"
"乐视网信息技术(北京)股份有限公司","上海掌门科技有限公司","G06F17/30","北京","201203 上海市浦东新区张衡路666弄1号7楼","北京","20"
"鸿富锦精密电子(天津)有限公司; 鸿海精密工业股份有限公司","嘉善县魏塘资产管理有限公司","G06F11/22","天津","314100 浙江省嘉兴市嘉善县魏塘街道环北西路355号二楼西侧西二间","天津","31"
"高秀丽","中国石油大学(华东)","H04N21/422; G08C23/04","山东","266580 山东省青岛市黄岛区开发区长江西路66号","山东","26"
"展讯通信(上海)有限公司; 芯鑫融资租赁(北京)有限责任公司; 芯鑫融资租赁(厦门)有限责任公司; 芯鑫融资租赁有限责任公司","芯鑫融资租赁有限责任公司; 展讯通信(上海)有限公司; 芯鑫融资租赁(北京)有限责任公司; 芯鑫融资租赁(厦门)有限责任公司","H04L12/26; H04L12/24; H04B17/00; H04M1/24","上海","200127 上海市浦东新区自由贸易试验区张杨路707号32楼3205F室; 201203 上海市浦东新区中国(上海)自由贸易试验区祖冲之路2288; 201203 上海市浦东新区张江高科技园区祖冲之路2288弄展讯中心1号楼; 100033 北京市西城区金融街乙9号威斯汀行政公寓2062室; 361012 福建省厦门市中国(福建)自由贸易试验区厦门片区象屿路97号厦门国际航运中心D栋8层05单元","上海","20"
"安庆师范大学","龙图腾网科技(合肥)股份有限公司","G06Q10/04; G06Q50/26; G06N3/12","安徽","230000 安徽省合肥市蜀山经济开发区井岗路电商园一期2号楼1楼","安徽","23"
"山东师范大学","重庆贝奥新视野医疗设备有限公司","G06T5/00; G06N3/04; G06N3/08","山东","400000 重庆市九龙坡区重庆高新区金凤镇凤笙路27号附5号第2层","山东","40"
"湖南科技大学","佛山科学技术学院","G06F1/24; H03K17/22","湖南","528000 广东省佛山市江湾一路18号","湖南","52"
"深圳市汇顶科技股份有限公司","东旭科技集团有限公司","G06K9/00; G06K9/20","广东","100071 北京市丰台区四合庄路2号院4号楼1至17层101内11层1112","广东","10"
"华为技术有限公司; 华为数字技术(成都)有限公司","超聚变数字技术有限公司; 华为技术有限公司","H04L12/12; H04L12/10; H04L12/56; H04L29/06","四川","450046 河南省郑州市郑东新区龙子湖智慧岛正商博雅广场1号楼9层; 518129 广东省深圳市龙岗区坂田华为总部办公楼","四川","45"
"伊斯曼柯达公司","苹果公司","G06T5/00","美国","美国加利福尼亚","美国","美国"
"阿尔卡特朗讯公司","起源资产集团有限责任公司","H04L29/10; H04M11/06; H04M3/00","法国","美国纽约州","法国","美国"
"松下电器产业株式会社","松下电器(美国)知识产权公司","G06F17/00; G06F12/14; G06F1/00; G06F12/00; G06F19/00; G06F21/00; G06F21/10; G06F21/24; G06F21/60; G06F21/62; G06F21/64; G06Q10/00; G06Q30/02; G06Q30/04; G06Q30/06; G06Q50/00; G06Q50/10; H04L12/00; H04L29/06; H04N7/16","日本","美国加利福尼亚州","日本","美国"
"成都信息工程大学","合肥名龙电子科技有限公司","G06F11/10","四川","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1015","四川","23"
"常州信息职业技术学院","合肥龙智机电科技有限公司","G06F1/16","江苏","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-2704","江苏","23"
"捷开通讯(深圳)有限公司","TCL通讯(宁波)有限公司","G06F3/01; G06K9/00; H04M1/725; H04M1/72451","广东","315040 浙江省宁波市高新区扬帆路999弄5号6楼","广东","31"
"鸿富锦精密工业(深圳)有限公司; 鸿海精密工业股份有限公司","许昌学院","H04L29/06","河南","461000 河南省许昌市魏都区八一路88号许昌学院","河南","46"
"三星电子株式会社","诺基亚技术有限公司","H04L1/00","韩国","芬兰埃斯波","韩国","芬兰"
"芯鑫融资租赁(北京)有限责任公司; 展讯通信(上海)有限公司; 芯鑫融资租赁(厦门)有限责任公司; 芯鑫融资租赁有限责任公司","展讯通信(上海)有限公司; 芯鑫融资租赁有限责任公司; 芯鑫融资租赁(北京)有限责任公司; 芯鑫融资租赁(厦门)有限责任公司","G06K9/00; G06K9/36; G06K9/62","上海","201203 上海市浦东新区中国(上海)自由贸易试验区祖冲之路2288; 200127 中国(上海)自由贸易试验区张杨路707号32楼3205F室; 201203 上海市浦东新区张江高科技园区祖冲之路2288弄展讯中心1号楼; 100033 北京市西城区金融街乙9号威斯汀行政公寓2062室; 361012 福建省厦门市自由贸易试验区厦门片区象屿路97号厦门国际航运中心D栋8层05单元","上海","20"
"西门子公司; 西门子医疗有限公司","西门子医疗有限公司; 西门子医疗股份公司","G06T7/00; G06T19/20","德国","德国埃朗根; 德国福希海姆","德国","德国"
"江苏科技大学","常熟市知识产权运营中心有限公司","G06F17/50; B24B3/00","江苏","215500 江苏省苏州市常熟市草荡路13号","江苏","21"
"南京南瑞继保电气有限公司; 南京南瑞继保工程技术有限公司","昆明电力交易中心有限责任公司","G06F11/36; G06Q50/06","江苏","650011 云南省昆明市官渡区拓东路73号","江苏","65"
"黄河科技学院","重庆大学","G06F1/18; G06F1/20","重庆","400000 重庆市沙坪坝区正街174号","重庆","40"
"江苏科技大学","龙图腾网科技(合肥)股份有限公司","G06T5/00","江苏","230000 安徽省合肥市蜀山经济开发区井岗路电商园一期2号楼1楼","江苏","23"
"腾讯科技(深圳)有限公司","深圳市腾讯计算机系统有限公司; 腾讯科技(深圳)有限公司","G06F9/54","广东","518057 广东省深圳市南山区高新区科技中一路腾讯大厦35层","广东","51"
"刘勇","北京创鑫旅程网络技术有限公司","G06F21/32; G06F21/62","北京","100000 北京市朝阳区酒仙桥北路9号(厂区)10幢","北京","10"
"燕山大学","合肥龙智机电科技有限公司","G06F30/23; G06F30/17; G06F119/08","河北","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-2704","河北","23"
"华北理工大学","天津城建大学","G06F8/654; G06F9/448; G06F11/07","天津","300380 天津市西青区津静路26号","天津","30"
"阿里巴巴(中国)有限公司","浙江菜鸟供应链管理有限公司","G06Q10/08; G06Q50/28","浙江","311121 浙江省杭州市余杭区五常街道文一西路969号3幢4层437室","浙江","31"
"英业达集团(天津)电子技术有限公司; 英业达股份有限公司","北京智谷技术服务有限公司","G06F12/08; G06F12/0868","天津","100085 北京市海淀区小营西路33号1层1F06室","天津","10"
"成都亚度克升科技有限公司","中数智创科技有限公司","G06F16/9535; G06F16/9536; G06Q50/00; G06N3/0442; G06F11/34","四川","050000 河北省石家庄市裕华区谈固南大街45号神农大厦1903","四川","05"
"湖南大学","南京工业大学","G06Q10/04; G06Q50/06","湖南","210000 江苏省南京市浦口区浦珠南路30号","湖南","21"
"捷开通讯(深圳)有限公司","深圳市华熹投资有限公司","G06F3/0354; G06F21/32","广东","518000 广东省深圳市前海深港合作区前湾一路1号A栋201室(入驻深圳市前海商务秘书有限公司)","广东","51"
"南京理工大学连云港研究院","南京理工大学","G06F11/36","江苏","210094 江苏省南京市孝陵卫200号","江苏","21"
"鸿富锦精密工业(深圳)有限公司; 鸿海精密工业股份有限公司","海宁经开产业园区开发建设有限公司","G06F3/01; G06F3/0346; G06F3/038","广东","浙江省嘉兴市海宁市海宁经济开发区隆兴路118号内主办公楼207室","广东","浙江"
"河南大学","合肥龙智机电科技有限公司","G06T7/00; G06T7/70; G06T5/00; G06T3/40; G06N3/0464","河南","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-2704","河南","23"
"阿尔卡特朗讯公司","诺基亚技术有限公司","H04L12/18; H04L45/247; H04L45/16; H04L45/24; H04L45/28; H04L45/50","法国","芬兰埃斯波","法国","芬兰"
"沈阳大学","深圳恒远志达信息科技有限公司","G06F30/23; G06F30/20; G06F30/13; G06F30/17; G06F111/10; G06F113/06; G06F113/26; G06F119/14","辽宁","518000 广东省深圳市龙华区大浪街道同胜社区华兴路13号智云产业园A栋1104","辽宁","51"
"中国矿业大学","兰州大学","G06F17/18; G06F17/16","甘肃","730000 甘肃省兰州市城关区天水南路222号兰州大学","甘肃","73"
"努比亚技术有限公司","中食安泓(广东)健康产业有限公司","G06F3/01; H04M1/72454; G06F1/16","广东","510000 广东省广州市天河区黄埔大道西163号2501室(部位自编I)(仅限办公)(不可作厂房使用)","广东","51"
"松下知识产权经营株式会社","苹果公司","H04L5/00; H04W72/0453; H04W72/12; H04L47/50; H04W16/14; H04W48/12; H04W74/04","美国","美国加利福尼亚州","美国","美国"
"皇家菲利浦电子有限公司","高通股份有限公司","G06T15/70; G06T13/20; G06T17/00; G06T17/30","荷兰","美国加利福尼亚州","荷兰","美国"
"北京交通大学","中兴通讯股份有限公司","H04L12/751; H04L12/947; H04L12/757; H04L29/12; H04L45/02","北京","518057 广东省深圳市科技南路55号","北京","51"
"烽火通信科技股份有限公司; 武汉长江计算科技有限公司","武汉长江计算科技有限公司; 烽火通信科技股份有限公司","G06F12/02; G06F12/08; G06F12/0871","湖北","430000 湖北省武汉市东湖新技术开发区关东科技园线缆大楼三楼局部","湖北","43"
"诺基亚通信公司","诺基亚技术有限公司","H04L29/06","芬兰","芬兰埃斯波","芬兰","芬兰"
"淮阴工学院","湖北华中电力科技开发有限责任公司","G06F18/241; G06F18/23; G06F18/25; G06N3/0464; G06N3/0442; G06N3/08; G08B17/10; G01D21/02","江苏","430070 湖北省武汉市洪山区珞瑜路546号","江苏","43"
"曲阜师范大学","龙图腾网科技(合肥)股份有限公司","H02N15/00; H02P21/28; H02P21/26; H02P21/00","山东","230000 安徽省合肥市蜀山经济开发区井岗路电商园一期2号楼1楼","山东","23"
"南京邮电大学","上海星地通讯工程研究所","H04L29/06; H04L9/32","江苏","201800 上海市嘉定区工业开发区叶城路1288号","江苏","20"
"平安普惠企业管理有限公司","同方计算机有限公司","G06F9/48","广东","214000 江苏省无锡市锡山经济开发区(东亭)春笋东路118号","广东","21"
"支付宝(杭州)信息技术有限公司","支付宝(杭州)信息技术有限公司; 蚂蚁区块链科技(上海)有限公司","G06Q30/018; G06Q30/0601","浙江","310000 浙江省杭州市西湖区西溪路556号8层B段801-11","浙江","31"
"中山大学","广州视源电子科技股份有限公司","G06T13/80","广东","510530 广东省广州市黄埔区云埔四路6号","广东","51"
"华东交通大学","深圳泓越信息科技有限公司","G06F40/58; G06F40/30; G06F40/211; G06F40/126; G06F16/35; G06F16/332; G06N3/04; G06N3/08","江西","518000 广东省深圳市龙华区大浪街道横朗社区华兴路13号智云产业园A栋1104","江西","51"
"浪潮集团有限公司","山东浪潮创新创业科技有限公司","G06V20/10; G06V10/56; G06V10/82; G06N3/04","山东","250000 山东省济南市中国(山东)自由贸易试验区济南片区浪潮路1036号S02楼","山东","25"
"北京房江湖科技有限公司","贝壳找房(北京)科技有限公司","G06F30/13; G06T7/12; G06T7/62","北京","100085 北京市海淀区西二旗西路2号院35号楼01层102-1","北京","10"
"哈尔滨工业大学","北京天融信网络安全技术有限公司; 北京天融信科技有限公司; 北京天融信软件有限公司","H04L12/18; G06F17/30","黑龙江","100085 北京市海淀区上地东路1号院3号楼四层","黑龙","10"
"王洁","泰州市朗嘉馨网络科技有限公司","G06K9/00; G06K9/44; G06K9/46","江苏","225300 江苏省泰州市海陵区工业园区迎春东路98号1幢601A","江苏","22"
"南方电网数字电网研究院股份有限公司","南方电网数字平台科技(广东)有限公司","G06Q10/063; G06Q50/06","广东","518101 广东省深圳市宝安区西乡街道臣田社区宝田工业区40栋3层","广东","51"
"英特尔公司","乐天株式会社","H04L25/00; H03K19/00; H04L25/02","美国","日本东京都","美国","日本"
"辽宁工程技术大学","山东科技大学","G06Q10/06; G06Q10/00; G06Q50/10; G06K9/62","辽宁","266590 山东省青岛市青岛经济技术开发区前湾港路579号","辽宁","26"
"闽江学院","合肥龙智机电科技有限公司","G06T5/00; G06T5/50; G06T7/11; G06T7/13; G06T7/168; G06T7/194; G06T7/90; G06K9/46","福建","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-2704","福建","23"
"上海闻泰电子科技有限公司","上海闻泰信息技术有限公司","G06Q10/08; G06Q50/28; H04M1/725; G06K7/10","上海","200062 上海市普陀区云岭东路89号2111-L室","上海","20"
"西门子公司","西门子公司; 西门子医疗有限公司","G06F19/00; G06T13/20","德国","德国慕尼黑; 德国埃朗根","德国","德国"
"阿里巴巴新加坡控股有限公司","阿里巴巴达摩院(杭州)科技有限公司","G06F16/587; G06F16/54; G06F16/787; G06F16/74; G06V10/44; G06V10/74; G06V10/80","新加坡","浙江省杭州市余杭区五常街道文一西路969号3幢5层516室","新加","浙江"
"清华大学","北京地平线机器人技术研发有限公司","G06T7/00","北京","100080 北京市海淀区中关村大街1号3层318","北京","10"
"江苏大学","常熟市知识产权运营中心有限公司","H02P21/00; H02P27/06","江苏","215500 江苏省苏州市常熟市草荡路13号","江苏","21"
"惠州TCL移动通信有限公司","南方电网互联网服务有限公司","G06F3/01","广东","510699 广东省广州市越秀区东风东路757号大院办公综合楼606-609房","广东","51"
"诺基亚公司","诺基亚技术有限公司","G06K9/62; G06K9/72","芬兰","芬兰埃斯波","芬兰","芬兰"
"阿里云计算有限公司; 阿里巴巴(中国)有限公司","阿里云计算有限公司","G06F16/242; G06F16/27; G06F21/31; G06F21/60","浙江","310030 浙江省杭州市西湖区三墩镇灯彩街1008号云谷园区1-2-A06室","浙江","31"
"华为技术有限公司","陈静","H04L12/24","广东","161300 黑龙江省齐齐哈尔市讷河市通南镇兴安村2组","广东","16"
"国际商业机器公司","高通股份有限公司","H04L12/28; H04L12/46; H04L12/44; H04L12/56","美国","美国加利福尼亚州","美国","美国"
"常州工学院","北京百卓网络技术有限公司","G10L25/30; G10L25/51","江苏","100095 北京市海淀区地锦路5号院3号楼","江苏","10"
"奕力科技股份有限公司; 奕力科技(开曼)股份有限公司","奕力科技(开曼)股份有限公司; 奕力科技股份有限公司","G06F3/044","台湾","开曼群岛大开曼岛西湾路802号芙蓉道宏阁邮政信箱; 中国台湾新竹县竹北市台元二街1号10楼之1","台湾","开曼"
"东北石油大学","合肥九州龙腾科技成果转化有限公司","G06V20/58; G06V10/40; G06V10/80; G06V10/82; G06N3/04","黑龙江","230000 安徽省合肥市蜀山经济开发区井岗路电商园一期2号楼203","黑龙","23"
"NXP股份有限公司","三星电子株式会社","G06F11/10","荷兰","韩国京畿道","荷兰","韩国"
"重庆金融资产交易所有限责任公司","湖北华中电力科技开发有限责任公司","G06F16/33; G06F16/35; G06F40/284","湖北","430070 湖北省武汉市洪山区珞瑜路546号","湖北","43"
