node,degree,pagerank,assigner_count,assignee_count,total_activity
天地伟业技术有限公司,1,0.0007613999993623027,1,0,1
天津天地伟业信息系统集成有限公司; 天地伟业技术有限公司,1,0.0014087819924669094,0,1,1
原力金智(重庆)科技有限公司,3,0.0016245759901684451,0,3,3
展讯通信(上海)有限公司; 芯鑫融资租赁(北京)有限责任公司; 芯鑫融资租赁有限责任公司; 芯鑫融资租赁(厦门)有限责任公司,3,0.0007613999993623027,3,0,3
芯鑫融资租赁有限责任公司; 展讯通信(上海)有限公司; 芯鑫融资租赁(北京)有限责任公司; 芯鑫融资租赁(厦门)有限责任公司,2,0.00113903949533999,0,2,2
南京中兴新软件有限责任公司; 中兴通讯股份有限公司,2,0.004993430286610057,1,1,2
中兴通讯股份有限公司; 南京中兴新软件有限责任公司,2,0.004993430286610057,1,1,2
北京四方继保自动化股份有限公司,1,0.0007613999993623027,1,0,1
北京四方继保自动化股份有限公司; 北京四方继保工程技术有限公司,1,0.0014087819924669094,0,1,1
高秀丽,1,0.0007613999993623027,1,0,1
石家庄铁道大学,3,0.0007613999993623027,3,0,3
展讯通信(上海)有限公司; 芯鑫融资租赁(厦门)有限责任公司; 芯鑫融资租赁有限责任公司; 芯鑫融资租赁(北京)有限责任公司,3,0.003215127743699934,1,2,3
深圳格隆汇信息科技有限公司,1,0.0009771939970638385,0,1,1
华为技术有限公司; 华为数字技术(成都)有限公司,1,0.0007613999993623027,1,0,1
超聚变数字技术有限公司; 华为技术有限公司,2,0.0020561639855715165,0,2,2
东旭科技集团有限公司,4,0.0019519720696217727,0,4,4
北京天仪百康科贸有限公司,2,0.0007613999993623027,2,0,2
中科柏诚科技(北京)股份有限公司,2,0.001431638153518482,0,2,2
陕西合友网络科技有限公司,2,0.0019180659401660948,0,2,2
知识产权之桥一号有限责任公司,4,0.0022865128572387866,0,4,4
齐齐哈尔大学,1,0.0007613999993623027,1,0,1
东北石油大学,2,0.0014087819924669094,1,1,2
南昌欧菲光科技有限公司,2,0.0007613999993623027,2,0,2
安徽精卓光显技术有限责任公司,2,0.0020077080007340695,0,2,2
淮阴工学院; 龙图腾网科技(合肥)股份有限公司,1,0.0007613999993623027,1,0,1
东北林业大学,1,0.0007613999993623027,1,0,1
李炳勇,1,0.0007613999993623027,1,0,1
北京国联视讯信息技术股份有限公司,1,0.0014087819924669094,0,1,1
江西山水光电科技股份有限公司,1,0.001106735505448359,0,1,1
陈静,1,0.0017338461741453137,0,1,1
西安航空学院,2,0.0008423227485003786,1,1,2
浙江理工大学,4,0.0007613999993623027,4,0,4
中兴通讯股份有限公司; 南京中兴软件有限责任公司,1,0.0007613999993623027,1,0,1
南京中兴软件有限责任公司; 中兴通讯股份有限公司,1,0.0014087819924669094,0,1,1
中兴通讯股份有限公司,6,0.0007613999993623027,6,0,6
杭州电子科技大学上虞科学与工程研究院有限公司; 杭州电子科技大学,1,0.0008423227485003786,0,1,1
北京深鉴智能科技有限公司; 北京深鉴科技有限公司,1,0.0007613999993623027,1,0,1
北京深鉴科技有限公司; 北京深鉴智能科技有限公司,1,0.0014087819924669094,0,1,1
王洁,1,0.0007613999993623027,1,0,1
北京奇禄管理咨询有限公司; 北京拓思德科技有限公司; 田雪松,4,0.0031725005493680263,1,3,4
芯鑫融资租赁(北京)有限责任公司; 展讯通信(上海)有限公司; 芯鑫融资租赁有限责任公司; 芯鑫融资租赁(厦门)有限责任公司,3,0.0007613999993623027,3,0,3
展讯通信(上海)有限公司; 芯鑫融资租赁有限责任公司; 芯鑫融资租赁(厦门)有限责任公司; 芯鑫融资租赁(北京)有限责任公司,2,0.0016346322393270805,0,2,2
黑龙江大学,1,0.0007613999993623027,1,0,1
索尼株式会社,2,0.0007613999993623027,2,0,2
杭州海康威视数字技术股份有限公司,2,0.001149829195225067,0,2,2
华为软件技术有限公司,2,0.0017338461741453137,1,1,2
安徽大学,2,0.0010850909959146061,0,2,2
赛普拉斯半导体公司,1,0.0007613999993623027,1,0,1
抖音视界有限公司,1,0.0007613999993623027,1,0,1
北京火山引擎科技有限公司,2,0.0020561639855715165,0,2,2
西门子医疗有限公司; 西门子医疗股份公司,1,0.0015654580409283237,0,1,1
武汉安辰鑫信息科技有限公司,2,0.0010234355679998818,0,2,2
北京书生国际信息技术有限公司; 北京书生数字图书馆软件技术有限公司; 北京书生网络技术有限公司; 北京书生电子技术有限公司,1,0.0007613999993623027,1,0,1
北京书生电子技术有限公司; 天津书生软件技术有限公司,1,0.0014087819924669094,0,1,1
上海电机学院,1,0.0012227085017720344,0,1,1
无锡北斗星通信息科技有限公司,2,0.0010850909959146061,1,1,2
罗普特(厦门)科技集团有限公司,2,0.0019235874074886301,0,2,2
华南师范大学,1,0.0007613999993623027,1,0,1
湖南工业大学,1,0.0007613999993623027,1,0,1
山东科技职业学院,1,0.0007613999993623027,1,0,1
沈阳黑豹科技有限公司,1,0.0014087819924669094,0,1,1
起源资产集团有限责任公司,1,0.002579984881856661,0,1,1
中国农业大学,1,0.0007613999993623027,1,0,1
深兰人工智能芯片研究院(江苏)有限公司,1,0.0007613999993623027,1,0,1
深兰机器人(上海)有限公司,2,0.0036252019043995993,0,2,2
北京东土科技股份有限公司,1,0.0008076415702983461,0,1,1
重庆工程职业技术学院,1,0.0010850909959146061,0,1,1
湖州创感科技有限公司,1,0.0009232454976384545,0,1,1
佳世达科技股份有限公司,1,0.0007613999993623027,1,0,1
友达光电股份有限公司,2,0.0014735201917773703,0,2,2
深圳市腾讯计算机系统有限公司; 腾讯科技(深圳)有限公司,1,0.0014402352937336073,0,1,1
维沃移动通信有限公司,1,0.0025037738567363133,0,1,1
王刚,1,0.0007613999993623027,1,0,1
无锡臻永科技有限公司,3,0.0023798549821238196,0,3,3
国网山东省电力公司电力科学研究院; 国家电网有限公司,1,0.0007613999993623027,1,0,1
国网智能科技股份有限公司,1,0.0014087819924669094,0,1,1
NXP股份有限公司,2,0.0014087819924669094,1,1,2
台湾积体电路制造股份有限公司,1,0.001959252015896623,0,1,1
浪潮(北京)电子信息产业有限公司,3,0.0009771939970638385,2,1,3
西门子瑞士有限公司,2,0.0015302475033785222,0,2,2
王锐,1,0.0010850909959146061,0,1,1
厦门美图移动科技有限公司,2,0.0007613999993623027,2,0,2
芜湖中浦智能装备有限公司,3,0.0017302585751178094,0,3,3
南京邮电大学,1,0.0007613999993623027,1,0,1
中国科学院声学研究所,1,0.0007613999993623027,1,0,1
郑州芯兰德网络科技有限公司,1,0.0014087819924669094,0,1,1
奕力科技(开曼)股份有限公司; 奕力科技股份有限公司,2,0.004993430286610057,1,1,2
奕力科技股份有限公司; 奕力科技(开曼)股份有限公司,2,0.004993430286610057,1,1,2
南昌欧菲显示科技有限公司,2,0.0010850909959146061,1,1,2
深圳富泰宏精密工业有限公司,1,0.0009232454976384545,0,1,1
南京鑫和汇通电子科技有限公司,1,0.0007613999993623027,1,0,1
深圳市凌晨知识产权运营有限公司,2,0.0015012651343389962,0,2,2
黄河科技学院,2,0.0007613999993623027,2,0,2
三洋电机株式会社,2,0.0007613999993623027,2,0,2
"惠普发展公司, 有限责任合伙企业",2,0.0007613999993623027,2,0,2
深圳富泰宏精密工业有限公司; 奇美通讯股份有限公司,1,0.0007613999993623027,1,0,1
国云科技股份有限公司,1,0.0009771939970638385,0,1,1
北京奇虎科技有限公司,3,0.0020077080007340695,1,2,3
北京奇安信科技有限公司,2,0.003115917956700415,0,2,2
深圳市英威诺科技有限公司,1,0.0007613999993623027,1,0,1
上海兆言网络科技有限公司,1,0.0014087819924669094,0,1,1
税友软件集团股份有限公司,1,0.0009771939970638385,0,1,1
出门问问信息科技有限公司,1,0.0007613999993623027,1,0,1
北京羽扇智信息科技有限公司,1,0.0014087819924669094,0,1,1
交互数字专利控股公司,1,0.0008908763979832241,0,1,1
百度在线网络技术(北京)有限公司,2,0.0007613999993623027,2,0,2
阿波罗智联(北京)科技有限公司,2,0.001246936494190758,0,2,2
算丰科技(北京)有限公司; 北京比特大陆科技有限公司,1,0.0007613999993623027,1,0,1
北京比特大陆科技有限公司; 算丰科技(北京)有限公司,1,0.0014087819924669094,0,1,1
富士施乐株式会社,1,0.0010850909959146061,0,1,1
诺基亚有限公司,2,0.0007613999993623027,2,0,2
青海大学,2,0.0007613999993623027,2,0,2
广东培正学院,1,0.0007613999993623027,1,0,1
同方计算机有限公司,1,0.0014087819924669094,0,1,1
四川虹微技术有限公司,2,0.0007613999993623027,2,0,2
四川长虹电器股份有限公司,1,0.0010850909959146061,0,1,1
深圳信息职业技术学院,1,0.0007613999993623027,1,0,1
株式会社NTT都科摩,1,0.0007613999993623027,1,0,1
曙光信息产业(北京)有限公司; 曙光信息产业股份有限公司,1,0.0010850909959146061,0,1,1
X开发有限责任公司,2,0.00228953402995445,1,1,2
西安电子科技大学,2,0.0007613999993623027,2,0,2
江苏濠汉信息技术有限公司,1,0.0010850909959146061,0,1,1
上海汽车集团股份有限公司,1,0.001959252015896623,0,1,1
广州知弘科技有限公司,2,0.0007613999993623027,2,0,2
城云科技(中国)有限公司,2,0.0014087819924669094,0,2,2
张霞,1,0.0007613999993623027,1,0,1
苏州浪潮智能科技有限公司,4,0.0017163209940733975,1,3,4
中国地质大学(北京),1,0.0007613999993623027,1,0,1
交互数字CE专利控股公司,2,0.002813300510569238,0,2,2
上海工业控制安全创新科技有限公司,2,0.0016638261372472932,0,2,2
南方电网科学研究院有限责任公司,1,0.0009232454976384545,0,1,1
西安石油大学,2,0.0009771939970638385,1,1,2
中国石油大学(北京),1,0.001592272000276814,0,1,1
卡西欧计算机株式会社,1,0.0007613999993623027,1,0,1
宁波三博电子科技有限公司,1,0.0007613999993623027,1,0,1
中国科学院遥感与数字地球研究所,1,0.0007613999993623027,1,0,1
盐城工学院,4,0.0007613999993623027,4,0,4
郑州航空工业管理学院,2,0.0010850909959146061,1,1,2
浪潮集团有限公司,3,0.0013245136082420258,2,1,3
歌尔科技有限公司,1,0.0010850909959146061,0,1,1
哈尔滨工业大学(威海),1,0.0007613999993623027,1,0,1
北京字节跳动网络技术有限公司,1,0.0007613999993623027,1,0,1
威海海洋职业学院,1,0.0007613999993623027,1,0,1
神盾股份有限公司,1,0.0013603260076294626,0,1,1
因芬尼昂技术股份公司,4,0.0012693411449577784,2,2,4
安庆师范大学,2,0.0007613999993623027,2,0,2
诺基亚公司; 诺基亚技术有限公司,1,0.0008692969982130706,0,1,1
诺基亚技术有限公司; 诺基亚公司,1,0.0008692969982130706,0,1,1
闪迪技术公司; 西部数据技术公司,1,0.0007613999993623027,1,0,1
西部数据技术公司; 闪迪技术公司,1,0.0014087819924669094,0,1,1
广州威创信息技术有限公司,1,0.0007613999993623027,1,0,1
广东奥飞数据科技股份有限公司,2,0.0020561639855715165,0,2,2
齐鲁工业大学,1,0.0007613999993623027,1,0,1
浙江丰能医药科技有限公司,1,0.0014087819924669094,0,1,1
华为技术有限公司; 华为软件技术有限公司,1,0.0007613999993623027,1,0,1
广东电网有限责任公司电力调度控制中心,1,0.0007613999993623027,1,0,1
南方电网电力科技股份有限公司,2,0.0020561639855715165,0,2,2
绥化学院,1,0.0007613999993623027,1,0,1
创新先进技术有限公司,1,0.0008538831412343895,0,1,1
长春工业大学,1,0.0007613999993623027,1,0,1
无锡学院,1,0.0014087819924669094,0,1,1
谷歌有限责任公司,3,0.0029087569633037885,1,2,3
河西学院,1,0.0007613999993623027,1,0,1
杭州师范大学,1,0.0009771939970638385,0,1,1
北京航空航天大学,2,0.0007613999993623027,2,0,2
北京科技大学,1,0.0007613999993623027,1,0,1
武汉烽火信息集成技术有限公司,1,0.0010850909959146061,0,1,1
英业达集团(天津)电子技术有限公司; 英业达股份有限公司,1,0.0007613999993623027,1,0,1
吴少凡,1,0.0007613999993623027,1,0,1
北京星诺科技有限公司,1,0.0014087819924669094,0,1,1
贵州众量鑫科技有限公司,1,0.0010850909959146061,0,1,1
深圳艺达文化传媒有限公司,1,0.0007613999993623027,1,0,1
上海明略人工智能(集团)有限公司,2,0.0007613999993623027,2,0,2
滨州学院,1,0.0007613999993623027,1,0,1
LSI公司,1,0.0007613999993623027,1,0,1
安华高科技股份有限公司,2,0.0020561639855715165,0,2,2
好活(昆山)网络科技有限公司,1,0.0008333313319294813,0,1,1
南京师范大学,1,0.0007613999993623027,1,0,1
常熟南师大发展研究院有限公司,2,0.001538258391087831,0,2,2
沈阳航空航天大学,1,0.0007613999993623027,1,0,1
山东公链信息科技有限公司,1,0.0007613999993623027,1,0,1
武汉大学,1,0.0007613999993623027,1,0,1
深圳市汇顶科技股份有限公司,3,0.0014087819924669094,2,1,3
深圳大图科创技术开发有限公司,1,0.0007613999993623027,1,0,1
浙江菜鸟供应链管理有限公司,2,0.0010958899971944829,0,2,2
太仓红码软件技术有限公司,2,0.0007613999993623027,2,0,2
奇智软件(北京)有限公司,2,0.0007613999993623027,2,0,2
陕西科技大学,1,0.0007613999993623027,1,0,1
华为数字技术(成都)有限公司; 华为技术有限公司,1,0.0007613999993623027,1,0,1
华为技术有限公司; 超聚变数字技术有限公司,1,0.0014087819924669094,0,1,1
上海观安信息技术股份有限公司,2,0.0010157286395105411,0,2,2
深圳先进技术研究院,1,0.0007613999993623027,1,0,1
思科技术公司,1,0.0008261381986727634,0,1,1
张仁平,2,0.0007613999993623027,2,0,2
北京奇虎科技有限公司; 奇智软件(北京)有限公司,1,0.0007613999993623027,1,0,1
北京京东尚科信息技术有限公司; 北京京东世纪贸易有限公司,1,0.0007613999993623027,1,0,1
北京京东乾石科技有限公司,1,0.0014087819924669094,0,1,1
北京建筑大学,1,0.0009232454976384545,0,1,1
株式会社日立制作所,2,0.0007613999993623027,2,0,2
烽火通信科技股份有限公司,1,0.0007613999993623027,1,0,1
烽火通信科技股份有限公司; 武汉飞思灵微电子技术有限公司,1,0.0014087819924669094,0,1,1
拉扎斯网络科技(上海)有限公司,1,0.0009477601894714697,0,1,1
深圳传音控股股份有限公司,2,0.0020575371706976174,0,2,2
深兰科技(上海)有限公司,3,0.0026066340090012295,1,2,3
南京交通职业技术学院,1,0.0007613999993623027,1,0,1
北京掌行通信息技术有限公司,1,0.0010850909959146061,0,1,1
英飞凌科技股份有限公司,2,0.0014852966750459138,0,2,2
北京嘀嘀无限科技发展有限公司,1,0.0007613999993623027,1,0,1
北京骑胜科技有限公司,1,0.0014087819924669094,0,1,1
青岛理工大学,1,0.0009771939970638385,0,1,1
京信通信系统(中国)有限公司; 京信通信系统(广州)有限公司; 京信通信技术(广州)有限公司; 天津京信通信系统有限公司,2,0.0014087819924669094,1,1,2
京信通信系统(中国)有限公司,1,0.001959252015896623,0,1,1
徐州工业职业技术学院,2,0.0007613999993623027,2,0,2
慈溪市上林电子科技有限公司,1,0.0010850909959146061,0,1,1
王杰,1,0.0007613999993623027,1,0,1
暗物智能科技(广州)有限公司,1,0.0010850909959146061,0,1,1
苏州鱼得水电气科技有限公司,1,0.0017338461741453137,0,1,1
上海连尚网络科技有限公司,1,0.0019426287068046875,0,1,1
盐城工学院; 盐城工学院技术转移中心有限公司,1,0.0009232454976384545,0,1,1
曲阜师范大学,1,0.0007613999993623027,1,0,1
西尔弗布鲁克研究股份有限公司,1,0.0007613999993623027,1,0,1
国电南瑞科技股份有限公司,2,0.0007613999993623027,2,0,2
国电南瑞科技股份有限公司; 南瑞集团有限公司,1,0.0010850909959146061,0,1,1
东南大学,1,0.0007613999993623027,1,0,1
烽火通信科技股份有限公司; 武汉长江计算科技有限公司,1,0.0007613999993623027,1,0,1
武汉长江计算科技有限公司; 烽火通信科技股份有限公司,1,0.0014087819924669094,0,1,1
辽宁科技大学,1,0.0007613999993623027,1,0,1
秒针信息技术有限公司,2,0.0010850909959146061,1,1,2
广东电网有限责任公司电力科学研究院,1,0.0007613999993623027,1,0,1
奇智软件(北京)有限公司; 北京奇虎科技有限公司,2,0.0010850909959146061,1,1,2
杨娟,2,0.0007613999993623027,2,0,2
鸿海精密工业股份有限公司; 鸿富锦精密工业(深圳)有限公司,1,0.0007613999993623027,1,0,1
南京林业大学,1,0.0007613999993623027,1,0,1
南京理工大学,1,0.0014087819924669094,0,1,1
湖南新云网科技有限公司,1,0.0010850909959146061,0,1,1
王美金,1,0.0007613999993623027,1,0,1
国电南瑞科技股份有限公司; 国电南瑞南京控制系统有限公司,1,0.0010850909959146061,0,1,1
中山大学,1,0.0007613999993623027,1,0,1
广州视源电子科技股份有限公司,1,0.0014087819924669094,0,1,1
阿尔特拉公司,2,0.0009619483516196169,1,1,2
深圳市华熹投资有限公司,1,0.0008538831412343895,0,1,1
美国博通公司,2,0.0007613999993623027,2,0,2
京信通信技术(广州)有限公司,1,0.0007613999993623027,1,0,1
安科机器人有限公司,1,0.0007613999993623027,1,0,1
广元量知汇科技有限公司,2,0.0007613999993623027,2,0,2
天津师范大学,1,0.0007613999993623027,1,0,1
西安邮电大学,1,0.0007613999993623027,1,0,1
苏州大学张家港工业技术研究院; 苏州大学,1,0.0007613999993623027,1,0,1
苏州大学,1,0.0014087819924669094,0,1,1
蚌埠科睿达机械设计有限公司,1,0.0010850909959146061,0,1,1
北京天融信网络安全技术有限公司; 北京天融信科技有限公司; 北京天融信软件有限公司,1,0.0013603260076294626,0,1,1
四川新环佳科技发展有限公司,1,0.0007613999993623027,1,0,1
刘伟,1,0.0007613999993623027,1,0,1
泰州无印广告传媒有限公司,1,0.0009232454976384545,0,1,1
摩托罗拉公司,2,0.0007613999993623027,2,0,2
中国科学院上海微系统与信息技术研究所,1,0.0007613999993623027,1,0,1
上海无线通信研究中心,1,0.0014087819924669094,0,1,1
乐视网信息技术(北京)股份有限公司,1,0.0007613999993623027,1,0,1
皇家菲利浦电子有限公司,1,0.0007613999993623027,1,0,1
南方电网数字电网研究院股份有限公司,3,0.0009771939970638385,2,1,3
深圳市兆能讯通科技有限公司,2,0.0014807133250340882,0,2,2
西安建筑科技大学,1,0.0007613999993623027,1,0,1
成都希盟泰克科技发展有限公司,1,0.0010009704026691668,0,1,1
南京南瑞继保电气有限公司; 南京南瑞继保工程技术有限公司,1,0.0007613999993623027,1,0,1
昆明电力交易中心有限责任公司,1,0.0014087819924669094,0,1,1
爱云保(上海)科技有限公司,1,0.0008333313319294813,0,1,1
汪风珍,1,0.0007613999993623027,1,0,1
重庆工业职业技术学院,1,0.0007613999993623027,1,0,1
池州市谦跃信息技术有限公司,1,0.0008538831412343895,0,1,1
东莞市华睿电子科技有限公司,2,0.0007613999993623027,2,0,2
蒋兴德,2,0.0007613999993623027,2,0,2
诺基亚(中国)投资有限公司; 诺基亚公司,1,0.0007613999993623027,1,0,1
诺基亚公司; 诺基亚(中国)投资有限公司,1,0.0014087819924669094,0,1,1
浙江师范大学,1,0.0007613999993623027,1,0,1
莫毓昌,1,0.0014087819924669094,0,1,1
优视科技有限公司,1,0.0009477601894714697,0,1,1
重庆智韬信息技术中心,1,0.0007613999993623027,1,0,1
新华三技术有限公司,1,0.0009771939970638385,0,1,1
阿尔卡特朗讯,2,0.0007613999993623027,2,0,2
四川旅投数字信息产业发展有限责任公司,1,0.001106735505448359,0,1,1
上海斐讯数据通信技术有限公司; 四川斐讯信息技术有限公司; 杭州吉吉知识产权运营有限公司,1,0.0007613999993623027,1,0,1
杭州吉吉知识产权运营有限公司; 上海斐讯数据通信技术有限公司; 湖州帷幄知识产权运营有限公司,1,0.0014087819924669094,0,1,1
国家计算机网络与信息安全管理中心,1,0.0008692969982130706,0,1,1
江南大学,1,0.0007613999993623027,1,0,1
南方电网数字企业科技(广东)有限公司,1,0.0011768359998195585,0,1,1
支付宝(杭州)信息技术有限公司; 蚂蚁区块链科技(上海)有限公司,1,0.0007613999993623027,1,0,1
同济大学,1,0.0007613999993623027,1,0,1
珠海市君天电子科技有限公司,1,0.0007613999993623027,1,0,1
金润方舟科技股份有限公司,1,0.0010850909959146061,0,1,1
财团法人工业技术研究院,1,0.0007613999993623027,1,0,1
宏碁股份有限公司,1,0.0014087819924669094,0,1,1
富士胶片株式会社,1,0.0007613999993623027,1,0,1
小米科技有限责任公司,1,0.0007613999993623027,1,0,1
山东建筑大学,1,0.0007613999993623027,1,0,1
中国科学院深圳先进技术研究院,1,0.0007613999993623027,1,0,1
兰州大学,1,0.001959252015896623,0,1,1
维谛技术有限公司,1,0.0007613999993623027,1,0,1
南京理工大学连云港研究院,1,0.0014087819924669094,0,1,1
刘勇勇,1,0.0007613999993623027,1,0,1
深圳市快读科技有限公司,1,0.0014087819924669094,0,1,1
陕西理工大学,2,0.0007613999993623027,2,0,2
上海申雪供应链管理有限公司,1,0.0008423227485003786,0,1,1
上海领甲数据科技有限公司,1,0.0010850909959146061,0,1,1
天津大学,1,0.0010850909959146061,0,1,1
安华高科技通用IP(新加坡)公司,1,0.0007613999993623027,1,0,1
山东浪潮创新创业科技有限公司,1,0.0008692969982130706,0,1,1
湖南汽车工程职业学院,1,0.0007613999993623027,1,0,1
宸鸿光电科技股份有限公司,1,0.0007613999993623027,1,0,1
宸鸿科技(厦门)有限公司,1,0.0014087819924669094,0,1,1
