"转让人","受让人","申请人地区","受让人地址","转让人省份","受让人省份"
"斯班逊有限公司; 富士通半导体股份有限公司","赛普拉斯半导体公司; 斯班逊有限公司","美国","美国加利福尼亚州","美国","美国"
"成都信息工程大学; 合肥名龙电子科技有限公司","合肥名龙电子科技有限公司; 北京一创网安科技有限公司","四川","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1015; 100071 北京市丰台区花乡高立庄616号新华国际中心C座5层513室","四川","23"
"四川易亨机械制造有限公司","四川易亨机械制造有限公司; 中国铁路兰州局集团有限公司","四川","637100 四川省南充市高坪区航空港工业集中区","四川","63"
"阿里巴巴(中国)有限公司; 优酷网络技术(北京)有限公司","阿里巴巴(成都)软件技术有限公司; 阿里巴巴(中国)有限公司","北京","610041 四川省成都市(四川)自由贸易试验区成都高新区益州大道1999号15栋6层601号602-604单元; 310027 浙江省杭州市滨江区长河街道网商路699号4号楼5楼508室","北京","61"
"杭州电子科技大学","探循智能科技(杭州)有限公司","浙江","310012 浙江省杭州市西湖区西溪路525号B楼201室-2","浙江","31"
"广东奥其斯科技有限公司; 江西奥其斯科技有限公司","奥其斯科技股份有限公司; 广东奥其斯科技有限公司; 江西奥其斯科技有限公司","广东","330800 江西省高安市工业区; 523000 广东省东莞市虎门镇怀德村深巷工业区","广东","33"
"安丽华; 闫玉忠; 陈星宇","深圳市分享信息系统有限公司; 安丽华; 闫玉忠","广东","518000 广东省深圳市南山区粤海街道麻岭社区科研路9号比克科技大厦2401E; 518000 广东省深圳市南山区海月路43号海月花园31栋203","广东","51"
"龙图腾网科技(合肥)股份有限公司; 湖南科技学院","广西南宁市卓创信息技术有限公司; 龙图腾网科技(合肥)股份有限公司","湖南","530028 广西壮族自治区南宁市中国(广西)自由贸易试验区南宁片区飞云路8号北投大厦2号楼11层1101、1102、1103、1105号房; 230000 安徽省合肥市蜀山经济开发区井岗路电商园一期2号楼1楼","湖南","53"
"高丹","北京燕华科技发展有限公司","北京","102299 北京市昌平区未来科学城英才南一街3号院1号楼201","北京","10"
"好农易电子商务有限公司","好农易电子商务有限公司; 京蓝云智物联网技术有限公司","北京","101500 北京市密云区兴盛南路8号院2号楼106室-1372(商务区集中办公区)","北京","10"
"苏州奥诺遥感科技有限公司","嘉兴市南湖区翊轩塑料五金厂(普通合伙)","浙江","314009 浙江省嘉兴市南湖区余新镇余凤公路北侧嘉兴市华鹏机车部件有限公司内","浙江","31"
"西格马添加解决方案公司","戴弗根特技术有限公司","美国","美国加利福尼亚州","美国","美国"
"李冉冉; 苏昭缄; 无锡北斗星通信息科技有限公司; 黄皇文","山东金信空调集团股份有限公司; 黄皇文; 苏昭缄; 李冉冉","福建","253000 山东省德州市武城县广运街道办事处德商路和北方街交叉口东北角; 362000 福建省泉州市惠安县螺阳镇东风村厝斗20号; 362000 福建省泉州市永春县石鼓镇东安村269号; 061000 河北省沧州市吴桥县杨家寺乡小天罡村62号","福建","25"
"易卡诺技术有限公司; 科胜讯系统公司","伊卡诺斯通信公司; 易卡诺技术有限公司","开曼群岛","美国特拉华州公司; 开曼群岛大开曼群岛哈钦斯大道","开曼","美国"
"RN收购公司; 真实网络公司; 艾吉索夫特有限公司","真实网络公司; 英特尔公司; RN收购公司","美国","美国华盛顿州; 美国加利福尼亚州","美国","美国"
"广西电网有限责任公司南宁供电局; 南方电网数字电网研究院股份有限公司","广西电网有限责任公司南宁供电局; 南方电网数字电网集团有限公司","广西","530213 广西壮族自治区南宁市青秀区青秀中柬路2号","广西","53"
"国网浙江省电力有限公司杭州供电公司; 珠海优特电力科技股份有限公司","国网浙江省电力有限公司杭州供电公司","浙江","310000 浙江省杭州市上城区建国中路219号","浙江","31"
"广东宇天科技有限公司; 夏阳; 浙江宇天科技股份有限公司","广东宇天科技有限公司; 浙江宇天科技股份有限公司","广东","510600 广东省广州市中山二路中粤大厦8D","广东","51"
"上海斐讯数据通信技术有限公司; 湖州帷幄知识产权运营有限公司; 台州市吉吉知识产权运营有限公司","台州市吉吉知识产权运营有限公司; 深圳市云客猫科技有限公司; 湖州帷幄知识产权运营有限公司","上海","318015 浙江省台州市椒江区洪家街道东环大道2388号农港城A区2-3167号; 518000 广东省深圳市宝安区航城街道三围社区航城智慧安防科技园B栋9层906号; 313000 浙江省湖州市吴兴区爱山街道新天地商务写字楼1019室","上海","31"
"合肥九州龙腾科技成果转化有限公司; 河南城建学院","广州海缝汽车零部件有限公司; 合肥九州龙腾科技成果转化有限公司","河南","510000 广东省广州市南沙区黄阁镇黄阁东二路20号; 230000 安徽省合肥市蜀山经济开发区井岗路电商园一期2号楼203","河南","51"
"阿佐威金斯保安有限公司; 皇家菲利浦电子有限公司","阿佐威金斯保安有限公司","荷兰","荷兰于海伦","荷兰","荷兰"
"南方电网科学研究院有限责任公司; 中国南方电网有限责任公司电网技术研究中心; 浙江大学","南方电网科学研究院有限责任公司; 浙江大学","广东","510663 广东省广州市萝岗区科学城科翔路11号J1栋3、4、5楼及J3栋3楼","广东","51"
"日商.萩原科技股份有限公司","萩原解法股份有限公司","日本","日本爱知县","日本","日本"
"深圳中集智能科技有限公司; 中国国际海运集装箱(集团)股份有限公司","深圳中集智能科技有限公司","广东","518000 广东省深圳市南山区蛇口南海大道1057号科技大厦二期A座102室","广东","51"
"广州唯品会网络技术有限公司; 广州唯品会信息科技有限公司","广州品唯软件有限公司; 广州唯品会网络技术有限公司","广东","510000 广东省广州市荔湾区芳村大道中314号自编之一; 510000 广东省广州市荔湾区芳村大道中路314号自编之二","广东","51"
"浙江吉利控股集团有限公司","浙江吉利控股集团有限公司; 三亚学院","浙江","310051 浙江省杭州市滨江区江陵路1760号","浙江","31"
"白羽","吉林无罔生物识别科技有限公司","吉林","130000 吉林省长春市高新北区盛北大街3333号北湖科技园A6栋4层","吉林","13"
"福建福昕软件开发股份有限公司北京分公司","福建福昕软件开发股份有限公司","福建","350003 福建省福州市鼓楼区软件大道89号福州软件园G区5号楼","福建","35"
"上海佑格信息技术有限公司","上海朋格信息技术有限公司","上海","202150 上海市崇明区横沙乡富民支路58号A2-420室(上海横泰经济开发区)","上海","20"
"埃斯奥特欧洲有限公司","百胜集团","荷兰","意大利热那亚","荷兰","意大"
"中国石化青岛液化天然气有限责任公司; 清华大学; 上海祥通石化科技有限公司","中国石化青岛液化天然气有限责任公司; 清华大学; 中国石油化工股份有限公司","山东","266400 山东省青岛市黄岛区双珠路197号卓越金融广场1号楼21-23层; 100020 北京市朝阳区朝阳门北大街22号","山东","26"
"柏嘉交通科技集团有限公司; 葛胜锦","柏嘉交通科技集团有限公司; 中交柏嘉工程技术研究院有限公司","陕西","710065 陕西省西安市高新区团结南路32号航天科技军民融合创新中心6楼; 710077 陕西省西安市高新区团结南路32号航天科技军民融合创新中心6楼","陕西","71"
"漳州宝发光电科技有限公司; 漳州市百昱工贸有限公司","文山嘉鑫科技有限公司; 漳州宝发光电科技有限公司","福建","663199 云南省文山壮族苗族自治州砚山县江那镇工业园区承接产业转移加工区兴业路; 363000 福建省漳州市龙海九湖镇蔡坑村蔡坑工业园","福建","66"
"佛山职业技术学院","珠海微氧科技有限公司","广东","519000 广东省珠海市斗门区湖心路口翠湖路308号1栋社区用房(集中办公区)","广东","51"
"中山大学; 西安晨臻知善信息科技有限公司","西安晨臻知善信息科技有限公司; 威海萌虎网络科技有限公司","广东","710000 陕西省西安市沣东新城世纪大厦西咸人才大厦七层B2-216; 264205 山东省威海市经济技术开发区大庆路47-1号楼B座6层608(自主申报)","广东","71"
"吕志庆","杭州卡赛科技有限公司","福建","310012 浙江省杭州市西湖区文二路328号富丽科技大厦B座6楼2601室","福建","31"
"成都职业技术学院","邵淑玲","四川","100083 北京市海淀区学院路37号3住宅308号","四川","10"
"工业和信息化部软件与集成电路促进中心","中国电子信息产业发展研究院","北京","100083 北京市海淀区紫竹院路66号","北京","10"
"泰州无印广告传媒有限公司","湖南典丰科技有限公司","湖南","415000 湖南省常德市石门县宝峰街道天供山社区标准化厂房一号楼五楼503办公室","湖南","41"
"台州市吉吉知识产权运营有限公司; 上海斐讯数据通信技术有限公司","北京京瀚禹电子工程技术有限公司; 台州市吉吉知识产权运营有限公司","上海","102200 北京市昌平区沙河镇松兰堡村西海特光电院内办公楼1层102室; 318015 浙江省台州市椒江区洪家街道东环大道2388号农港城A区2-3167号","上海","10"
"陕西盛禾汇达网络科技有限公司","安徽山狐信息科技有限公司","陕西","230031 安徽省合肥市高新区天智路19号原创动漫园南楼2086、2096室","陕西","23"
"许天佑","东莞市铭晨电子科技有限公司","广东","广东省东莞市中堂镇凤冲工业区, 邮编 : 523000","广东","广东"
"塞尼股份公司; 塞尼公司","塞尼空间股份有限责任公司","意大利","意大利佛罗伦萨","意大","意大"
"张恩岫","深圳市友昆标识制造有限公司","广东","518000 广东省深圳市龙岗区南湾街道布澜路33号宝福李朗珠宝文化产业园A区4楼","广东","51"
"北京魔力时间科技有限公司","徐汕","北京","100081 北京市海淀区万寿寺甲2号17号楼1单元35号","北京","10"
"深圳市科迈通讯技术有限公司","深圳市科迈爱康科技有限公司","广东","518000 广东省深圳市南山区粤海街道科技中三路深圳软件园一期8栋302室","广东","51"
"深圳久康科信技术合伙企业(有限合伙); 深圳前海墨斯科技有限公司","杨文婷; 深圳久康科信技术合伙企业(有限合伙)","广东","518000 广东省深圳市南山区粤海街道大冲商务中心; 518000 广东省深圳市福田区莲花街道紫荆社区深南大道6006号华丰大厦1806-MM30","广东","51"
"郭东升; 杨挺; 贵州华谊联盛科技有限公司","贵州华谊联盛科技有限公司; 郭东升; 杨挺","贵州","550002 贵州省贵阳市贵阳国家高新技术产业开发区国家高新区金阳科技产业园标准厂房辅助用房B202室; 550002 贵州省贵阳市南明区青山路99号国际城C组团3栋18楼2号","贵州","55"
"中国科学院计算技术研究所","联合信源数字音视频技术(北京)有限公司","北京","北京市海淀区上地东路1号盈创动力大厦A座701室  邮编 :  100085","北京","北京"
"成都诺比侃科技有限公司; 中国铁路沈阳局集团有限公司锦州供电段; 沈阳铁道科学技术研究所有限公司","中国铁路沈阳局集团有限公司锦州供电段; 沈阳铁道科学技术研究所有限公司","辽宁","121000 辽宁省锦州市凌河区正大里3号","辽宁","12"
"深圳创客区块链技术有限公司; 蒋瑞诚","蒋瑞诚; 深圳抖蜗科技有限公司","广东","518000 广东省深圳市南山区南商路84号西海湾花园单身公寓804; 518000 广东省深圳市南山区粤海街道高新技术产业园区R2-A栋5楼","广东","51"
"皇家飞利浦电子股份有限公司","微差通信奥地利有限责任公司","荷兰","奥地利维也纳","荷兰","奥地"
"梦莎高科技软件产业(沈阳)有限公司; 桐乡市华戎智能设备科技有限公司","天津德信汇通信息技术有限公司; 梦莎高科技软件产业(沈阳)有限公司","浙江","300110 天津市南开区长江道与南丰路交口博朗园2号楼1门1511; 110000 辽宁省沈阳市沈北新区蒲昌路22号5005门(B113)","浙江","30"
"深圳市腾讯计算机系统有限公司","清华大学; 深圳市腾讯计算机系统有限公司","北京","100084 北京市海淀区清华园1号","北京","10"
"武汉斗鱼网络科技有限公司","思行天下(北京)科技有限公司","湖北","100000 北京市丰台区大成里春园1号楼二层08号","湖北","10"
"LSI罗吉克","LSI公司","美国","美国加利福尼亚州","美国","美国"
"国网电力科学研究院武汉南瑞有限责任公司; 国网安徽省电力有限公司","国网电力科学研究院武汉南瑞有限责任公司; 国网安徽省电力有限公司; 国网电力科学研究院有限公司","湖北","430074 湖北省武汉市洪山区珞喻路143号","湖北","43"
"南方电网调峰调频发电有限公司; 南方电网调峰调频发电有限公司工程建设管理分公司","南方电网调峰调频发电有限公司工程建设管理分公司","广东","510000 广东省广州市天河区天河路240号丰兴广场C座第23层01-06单元","广东","51"
"南京轩世琪源软件科技有限公司","北京猫眼视觉科技有限公司","江苏","100032 北京市西城区新街口外大街28号C座3层325号","江苏","10"
"德清科一电子有限公司","东莞市龙亿盛橡塑五金有限公司","广东","523000 广东省东莞市桥头镇石水口银河二路1号","广东","52"
"济南奥图自动化股份有限公司","山东奥乐客智能科技有限公司","山东","250306 山东省济南市长清区华德路355号科研楼101室","山东","25"
"杨波; 杨竣尧; 杨天禹","杨竣尧; 杨天禹; 杨波","辽宁","114200 辽宁省鞍山市海城市中街北路13-18号楼1单元2层3号","辽宁","11"
"陈沙沙","上海柯垓冷却技术有限公司","广东","201613 上海市松江区文翔东路58号10幢1层","广东","20"
"鸿富锦精密工业(武汉)有限公司; 赛恩倍吉科技顾问(深圳)有限公司","赛恩倍吉科技顾问(深圳)有限公司; 中山市云创知识产权服务有限公司","广东","518109 广东省深圳市龙华新区龙观东路83号荣群大厦11楼; 528437 广东省中山市火炬开发区祥兴路6号数贸大厦北翼222房","广东","51"
"南京良亮译惠科技有限公司","北京城区供电开发有限公司","北京","100045 北京市西城区复兴门外大街1号","北京","10"
"北京航空航天大学; 兰雨晴","中标慧安信息技术股份有限公司; 北京航空航天大学","北京","100000 北京市海淀区昆明湖南路51号A座二层217号; 100191 北京市海淀区学院路37号","北京","10"
"宁夏佑安医疗器械有限公司","河南华彩生态农业有限公司","河南","450000 河南省郑州市金水区北环国泰路金马智慧农贸西区28-29号","河南","45"
"中联国智科技管理(北京)有限公司","南京英诺森软件科技有限公司","江苏","211300 江苏省南京市高淳区固城街道小高山科技创业园322号","江苏","21"
"深圳市格衡土地房地产资产评估咨询有限公司; 深圳汇策科创集团有限公司","深圳汇策科创集团有限公司; 武汉汉阳造投资发展有限公司","广东","518000 广东省深圳市龙华区民治街道新牛社区港深国际中心466; 430000 湖北省武汉市汉阳区罗七北路12号金龙公馆综合楼栋11层1101-1107室","广东","51"
"孔令军; 李华","苏州慧尔科技发展有限公司","江苏","212000 江苏省镇江市润州区民营经济开发区润兴路东侧金泰大厦北单元3楼315室","江苏","21"
"佛山豪欧智能科技有限公司; 陈发权","陈发权; 佛山场馆通智能体育科技有限公司","上海","200433 上海市杨浦区民星路376-4; 528000 广东省佛山市南海区桂城街道东二南兴工区自编2号楼二楼202室(住所申报)","上海","20"
"福建福诺移动通信技术有限公司; 中国移动通信集团福建有限公司","中国移动通信集团福建有限公司; 中国移动通信集团有限公司","福建","350003 福建省福州市湖东路140号","福建","35"
"福州鑫厦鑫计算机有限公司长乐区分公司; 芜湖秀成机械科技有限公司","济宁高新科达科技项目服务有限公司; 福州鑫厦鑫计算机有限公司长乐区分公司","福建","272000 山东省济宁市高新区崇文大道5566号; 350000 福建省福州市长乐区首占新区育环路28号外语外贸国际交流中心一楼","福建","27"
"南通研祥智能科技有限公司; 深圳市研祥智慧科技股份有限公司; 研祥智能科技股份有限公司","研祥高科技控股集团有限公司; 南通研祥智能科技有限公司; 深圳市研祥智慧科技股份有限公司","江苏","518057 广东省深圳市南山区粤海街道麻岭社区高新中四道31号研祥科技大厦20楼B1; 226002 江苏省南通市城港路118号","江苏","51"
"英业达股份有限公司","夏能月; 邢学贵; 徐春花; 杨振虎; 王艳峰","台湾","重庆市巫溪县徐家镇大宝村4组","台湾","重庆"
"无锡乐尔科技有限公司","蚌埠希磁科技有限公司","江苏","233000 安徽省蚌埠市城市之门大厦西楼第2层228室","江苏","23"
"中山大学","芜湖方长信息科技有限公司","广东","241000 安徽省芜湖市镜湖区荆山街道绿地镜湖世纪城新都会E幢503室","广东","24"
"深圳腾千里科技有限公司; 松翰科技股份有限公司","松翰科技(深圳)有限公司; 深圳腾千里科技有限公司","台湾","518100 广东省深圳市宝安区新安二路中粮紫云大厦26楼; 广东省深圳市宝安区西乡街道宝源路财富港大厦D座1202C","台湾","51"
"吉林大学; 北京威和知识产权有限责任公司","北京威和知识产权有限责任公司; 固安海高汽车技术有限公司","吉林","100031 北京市朝阳区北辰东路8号汇宾大厦B座1205室; 100193 河北省廊坊市固安县新兴产业示范区卫导产业园F区19楼1单元","吉林","10"
"国网辽宁省电力有限公司辽阳供电公司; 国网辽宁省电力有限公司; 国家电网有限公司; 沈阳工程学院","国网辽宁省电力有限公司辽阳供电公司; 国网辽宁省电力有限公司; 沈阳工程学院","辽宁","111000 辽宁省辽阳市白塔区八一街81号","辽宁","11"
"中关村科技租赁股份有限公司; 北京信长城科技发展有限公司","北京信长城科技发展有限公司; 中关村科技租赁股份有限公司","北京","100089 北京市海淀区中关村大街22号15层A1501; 100102 北京市朝阳区利泽中二路2号A座6层610","北京","10"
"天津广亚时代科技发展有限公司","天津众益智能科技有限公司","天津","300380 天津市西青经济技术开发区赛达九纬路7号智尚中心10号厂房-1, 2, 6, 7, 8, 10-301-3-29","天津","30"
"中兴通讯股份有限公司","上海佑译信息科技有限公司","上海","200437 上海市宝山区逸仙路2816号B栋20F","上海","20"
"北京硅基远航科技有限公司; 北京非尘科技有限公司","北京非尘科技有限公司; 喜动技术有限公司","北京","100085 北京市海淀区安宁庄西路9号院2号楼1层01号1577; 中国香港中西区香港中环皇后大道28号中汇大厦11层","北京","10"
"成都措普科技有限公司","南京满源科技有限公司","四川","210044 江苏省南京浦口区盘城工业集中区盘城新街1号","四川","21"
"吉林省泽沐信息技术有限公司","云众成(济南)汽车科技有限公司","吉林","250000 山东省济南市市中区阳光新路欧亚大观B2-1座1233号","吉林","25"
"安世亚太科技股份有限公司","重庆安德瑞源科技有限公司","北京","401329 重庆市九龙坡区凤笙路15号附3号","北京","40"
"深圳市赛格导航科技股份有限公司","深圳市金证卡尔电子有限公司","广东","518019 广东省深圳市南山区高新区南区高新技术工业村T2栋B6厂房A2区","广东","51"
"日本电气株式会社","格特纳基金有限责任公司","日本","美国特拉华州","日本","美国"
"周宏斌","北京兰云科技有限公司","北京","100193 北京市海淀区东北旺西路8号院39号楼一层106","北京","10"
"国家电网有限公司; 国网山东省电力公司电力科学研究院; 国网智能科技股份有限公司","国家电网有限公司; 国网山东省电力公司电力科学研究院; 山东鲁能软件技术有限公司智能电气分公司","山东","100031 北京市西城区西长安街86号","山东","10"
"朱建","支付宝(中国)网络技术有限公司","江苏","310099 浙江省杭州市西湖区万塘路18号黄龙时代广场B座","江苏","31"
"华润数字科技有限公司","润联智能科技股份有限公司","广东","528000 广东省佛山市禅城区古新路70号佛山高新区科技产业园1座11层(住所申报)","广东","52"
"上海斐讯数据通信技术有限公司; 杭州吉吉知识产权运营有限公司; 沈双荔","杭州吉吉知识产权运营有限公司; 沈双荔; 湖州帷幄知识产权运营有限公司","上海","310000 浙江省杭州市滨江区西兴街道江淑路260号10242室; 210000 江苏省南京市鼓楼区湖南路街道马台街70号新联创意园; 313000 浙江省湖州市吴兴区爱山街道新天地商务写字楼1019室","上海","31"
"北京神州同道智能科技有限公司","北京神州同道智能信息技术有限公司","北京","100094 北京市海淀区北清路103号1幢1层101-06","北京","10"
"松下电器产业株式会社; 松下电器(美国)知识产权公司","松下电器(美国)知识产权公司; 苹果公司","日本","美国加利福尼亚州","日本","美国"
"香港世业发展有限公司; 从兴技术有限公司","瑞典爱立信有限公司; 香港世业发展有限公司","瑞典","瑞典斯德哥尔摩; 中国香港中环夏悫道12号美国银行中心32楼3205室","瑞典","瑞典"
"防城港澳加粮油工业有限公司; 无锡艾科瑞思产品设计与研究有限公司","无锡艾科瑞思产品设计与研究有限公司; 防城港澳加粮油工业有限公司; 哈尔滨宝溢科技有限公司","江苏","214000 江苏省无锡市蠡园开发区建筑西路599号1幢305室; 538000 广西防城港市港口区东部吹镇区港区1号路西侧; 150001 黑龙江省哈尔滨市南岗区学府路251号1号楼301室","江苏","21"
"百度在线网络技术(北京)有限公司","阿波罗智联(北京)科技有限公司","北京","100176 北京市大兴区北京经济技术开发区瑞合西二路7号院1号楼1层101","北京","10"
"鸿富锦精密工业(深圳)有限公司; 鸿海精密工业股份有限公司; 深圳市齐创美科技有限公司; 国网辽宁省电力有限公司阜新供电公司; 启东市天汾电动工具技术创新中心; 冯林","深圳市齐创美科技有限公司; 国网辽宁省电力有限公司阜新供电公司; 冯林; 南通莱隆电器成套设备有限公司; 启东市天汾电动工具技术创新中心","广东","518000 广东省深圳市福田区景田路108号紫薇阁1218; 518057 广东省深圳市福田区滨河大道滨江新村东区8栋502; 226265 江苏省南通市启东市惠萍镇鸿西村(启东市惠萍鸿西冷作设备厂内); 226244 江苏省南通市启东市吕四港镇天汾电动工具商贸城综合楼","广东","51"
"北京文安智能技术股份有限公司","江苏华衍智能技术有限公司","北京","226000 江苏省南通市南通高新区新世纪大道266号江海智汇园A2楼421","北京","22"
"泰瑞斯技术股份有限公司","株式会社多佑技术","韩国","韩国首尔","韩国","韩国"
"上海交通大学","苏州市创功软件科技有限公司","上海","215200 江苏省苏州市吴江经济技术开发区华鸿路","上海","21"
"宁波市规划局; 上海杰狮信息技术有限公司","宁波市自然资源和规划局; 上海杰狮信息技术有限公司","浙江","315000 浙江省宁波市鄞州区江澄北路575号","浙江","31"
"深圳三角形科技有限公司","中鹏云控股(深圳)有限公司","广东","518054 广东省深圳市南山区粤海街道高新区社区高新南九道51号航空航天大厦1号楼601","广东","51"
"李涛","深圳世纪网通数据有限公司","广东","518000 广东省深圳市南山区南头街道大新路88号马家龙雅芳婷中心三层303","广东","51"
"上海智蕙林医疗科技有限公司","上海木木聚枞机器人科技有限公司","上海","201400 上海市奉贤区新杨公路1800弄2幢2340室","上海","20"
"北京科云时代信息技术有限公司","锐仕方达人才科技集团有限公司","北京","100124 北京市朝阳区东四环中路82号3座26层3003","北京","10"
"国网山东省电力公司电力科学研究院; 山东中实易通集团有限公司; 国家电网有限公司","国网山东省电力公司营销服务中心(计量中心); 国网山东省电力公司电力科学研究院; 山东中实易通集团有限公司; 国家电网有限公司","山东","250001 山东省济南市市中区大观园经二路150号","山东","25"
"上海果壳电子股份有限公司","上海连尚网络科技有限公司","上海","201306 上海市浦东新区泥城镇新城路2号24幢N2025室","上海","20"
"武汉九州通物流有限公司","湖北九州云仓科技发展有限公司","湖北","430043 湖北省武汉市东西湖区东吴大道南、十六支沟西管控中心栋-1-12层1室(6)","湖北","43"
"航天科工深圳(集团)有限公司","航天欧华信息技术有限公司","广东","518000 广东省深圳市南山区桃源街道学苑大道1001号南山智园A5栋8层","广东","51"
"成都锃泓科技有限公司; 李国林","成都钰渤科技有限公司; 成都锃泓科技有限公司","北京","610000 四川省成都市武侯区武青南路33号; 610041 四川省成都市武侯区武青南路33号(武侯新城管委会内)","北京","61"
"惠州TCL移动通信有限公司; 厦门九品芝麻信息科技有限公司","厦门九品芝麻信息科技有限公司; 商洛科诚科技有限公司","广东","361000 福建省厦门市海沧区新景东里131号4101室; 726000 陕西省商洛市商州区城关街道办事处东店子社区高家巷","广东","36"
"苏州君丰辰电子科技有限公司; 虞定生; 江苏乐知音网络营销有限公司","虞定生; 江苏乐知音网络营销有限公司; 天津津航计算技术研究所","浙江","325604 浙江省乐清市柳市镇柳青北路517号; 226000 江苏省南通市崇川区工农路488号A楼301、302室; 300000 天津市东丽区空港经济区保税路357号","浙江","32"
"泰州市海陵区一马商务信息咨询有限公司","深圳刷宝科技有限公司","广东","518000 广东省深圳市南山区西丽街道留仙洞中山园路1001号TCL国际E城F5栋-1B","广东","51"
"王乐军","济南银融信息科技有限公司","山东","250000 山东省济南市历下区窑头路9-2号5号楼3单元1002室","山东","25"
"山东大学深圳研究院","山东大学","山东","250199 山东省济南市历城区山大南路27号","山东","25"
"济南大学","济南中凌电子科技有限公司","山东","250104 山东省济南市高新区环保科技园F南座5033室","山东","25"
"捷德(中国)科技有限公司","捷德(江西)技术有限公司","江西","330096 江西省南昌市南昌高新技术产业开发区火炬大街399号综合楼一楼01室","江西","33"
"深圳市汇智通咨询有限公司","深圳市今古科技有限公司","广东","518000 广东省深圳市南山区粤海街道高新区社区科技南十二路18号长虹科技大厦1705","广东","51"
"浙江理工大学; 合肥名龙电子科技有限公司","合肥名龙电子科技有限公司; 湖北省悦佳智能科技有限公司","浙江","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1015; 437400 湖北省咸宁市通城县经济开发区产业园一期1号厂房(自主申报)","浙江","23"
"中兴通讯股份有限公司; 深圳迈辽技术转移中心有限公司","深圳迈辽技术转移中心有限公司; 南通优元美术图案设计有限公司","广东","518000 广东省深圳市龙华新区大浪街道龙胜社区腾龙路淘金地电子商务孵化基地展滔商业广场E座706; 226100 江苏省南通市海门市悦来镇复兴路20号","广东","51"
"李彧; 苗澎; 徐飞; 南京护鹰电子科技有限公司","上海沐铖灿科技中心; 李彧; 苗澎徐飞","江苏","202150 上海市崇明区建设镇建星路108号3幢1E-174室(上海建设经济小区); 210012 江苏省南京市东井村44号","江苏","20"
"南京理工大学常熟研究院有限公司","南京理工大学常熟研究院有限公司; 常熟市滨江农业科技有限公司","江苏","215513 江苏省苏州市常熟市经济技术开发区科创园研究院路5号","江苏","21"
"通用电气公司; 莫门蒂夫性能材料股份有限公司; 天空公司","莫门蒂夫性能材料股份有限公司; 天空公司; SLT科技公司","美国","美国纽约州; 美国加利福尼亚州","美国","美国"
"武汉珩链云信息科技有限公司","广西电网有限责任公司","广西","530000 广西壮族自治区南宁市兴宁区民主路6号","广西","53"
"北京圣涛平试验工程技术研究院有限责任公司","北京超试科技有限公司","北京","100089 北京海淀区紫竹院路69号兵器大厦708室","北京","10"
"北京培宏望志科技有限公司; 平安普惠企业管理有限公司","北京爱车无限网络科技有限公司; 北京培宏望志科技有限公司","北京","100000 北京市朝阳区东三环中路39号院15号楼19层2203; 100000 北京市大兴区北京经济技术开发区科创十四街99号33幢D栋5层528室(北京自贸试验区高端产业片区亦庄组团)","北京","10"
"刘庭晖","山东颐养健康集团莱州康养产业有限公司","福建","261400 山东省烟台市莱州市金仓街道办事处永和路北","福建","26"
"项光清","嘉兴亚航信息技术有限公司","浙江","314000 浙江省嘉兴市南湖区亚太路778号(嘉兴科技城)2号楼B区3楼","浙江","31"
"乐视网信息技术(北京)股份有限公司","天津智融创新科技发展有限公司","北京","300467 天津市滨海新区中新生态城482号创智大厦917-2","北京","30"
"云南电网有限责任公司普洱供电局; 广州键桥技术有限公司","云南电网有限责任公司普洱供电局","云南","665000 云南省普洱市思茅区茶城大道200号","云南","66"
"湖州菱创科技有限公司; 江南大学","广东邦宝益智玩具有限公司; 湖州菱创科技有限公司","江苏","515000 广东省汕头市潮汕路金园工业城13-09片区A幢; 313000 浙江省湖州市南浔区菱湖镇湖菱路3020号406室(自主申报)","江苏","51"
"广州和康医疗技术有限公司","深圳市免疫医学转化(龙华)研究院","广东","518000 广东省深圳市龙华区民治街道北站社区深圳北站西广场南区B1A单体102G","广东","51"
"杭州九树网络科技有限公司; 杭州路招网络科技有限公司","杭州路招网络科技有限公司; 杭州九树网络科技有限公司","浙江","311121 浙江省杭州市余杭区文一西路1500号1幢532室; 310012 浙江省杭州市西湖区学院路50号1-502室","浙江","31"
"厦门市三安光电科技有限公司","湖北三安光电有限公司","福建","436000 湖北省鄂州市葛店开发区高新五路18号","福建","43"
"亢朝侠","湖南为趣时代网络科技有限公司","湖南","410221 湖南省长沙市长沙高新开发区文轩路27号麓谷钰园F2栋4层413-1室","湖南","41"
"罗琼; 范琼芳; 成都职业技术学院","四川智信汇融科技有限公司; 罗琼; 范琼芳","四川","610000 四川省成都市中国(四川)自由贸易试验区成都高新区吉泰五路88号3栋42层6号(申报承诺); 610000 四川省成都市温江区柳城长安路198号36栋","四川","61"
"北京荣达天下信息科技有限公司","北京百融睿博科技有限公司","北京","100041 北京市石景山区实兴大街30号院7号楼8层96号","北京","10"
"青岛高测科技股份有限公司","洛阳高测精密机械有限公司","山东","471000 河南省洛阳市新安县经济技术开发区洛新园区洛阳东大科技产业园有限公司园内W1-1(10号)","山东","47"
"徐永贵; 陈永平; 吕莎莎; 宗延雷; 郑波","淄博师范高等专科学校","山东","255100 山东省淄博市淄川经济开发区","山东","25"
