"转让人","受让人","申请人地区","受让人地址","转让人省份","受让人省份"
"成都信息工程大学","成都信息工程大学; 孙翔","四川","610225 四川省成都市西南航空港经济开发区学府路一段24号","四川","61"
"西安工程大学; 深圳万知达科技有限公司","深圳万知达科技有限公司; 深圳灵图创新科技有限公司","广东","518000 广东省深圳市龙华区大浪街道横朗社区华兴路13号智云产业园A栋1002; 518000 广东省深圳市前海深港合作区南山街道前海深港合作区前湾一路63号万科前海企业公馆1栋A单元2层KB11","广东","51"
"纬创资通股份有限公司; 依特博科技股份有限公司","纬创资通股份有限公司","台湾","中国台湾新北市","台湾","中国"
"迪克创新科技有限公司; 曜芯科技有限公司","汇顶科技私人有限公司; 迪克创新科技有限公司","新加坡","新加坡科技园路51号白羊座大厦#04-22; 新加坡莱福士坊哥烈码头16号#17-00","新加","新加"
"北京工业大学; 北京中联浩科技服务有限公司","北京中联浩科技服务有限公司; 北京汐辰电子科技有限公司","北京","100089 北京市海淀区花园路2号牡丹创业楼4层1424室; 102400 北京市房山区天星街1号院10号楼12层1203","北京","10"
"曹一典","新昌县雷涛机械有限公司","浙江","312500 浙江省绍兴市新昌县七星街道上礼泉永兴北路7弄10号","浙江","31"
"深圳大学; 深圳高科新农技术有限公司; 王魁广","深圳高科新农技术有限公司; 王魁广; 湖南植保无人机技术有限公司","广东","518000 广东省深圳市南山区科丰路2号特发信息港大厦A栋八楼北801-805单元; 410100 湖南省长沙市长沙县黄花镇岐山社区黄花综合保税区综合大楼606室; 410000 湖南省长沙市雨花区洞井街道中意一路798号冠铭商务中心4栋1008-09","广东","51"
"张博; 刘冬冬; 杨晓文; 金纽合(北京)科技有限公司","金卓玥(上海)健康管理有限公司; 金纽合(北京)科技有限公司; 张博; 刘冬冬; 杨晓文","北京","200000 上海市浦东新区中国(上海)自由贸易试验区临港新片区环湖西二路888号C楼; 100080 北京市海淀区海淀大街1号4层4001; 100081 北京市海淀区大柳树路2号南三楼231号","北京","20"
"武汉安嘉颐科技有限公司","硬石科技(武汉)有限公司","湖北","430075 湖北省武汉市东湖新技术开发区武大园路5-2号国家地球空间信息产业基地二期北主楼二单元2楼201-5号","湖北","43"
"宝德科技集团股份有限公司","深圳市宝德计算机系统有限公司","广东","518000 广东省深圳市福田区深南中路、华发北路以西电子科技大厦C座43A","广东","51"
"上海华力创通半导体有限公司","北京华力智飞科技有限公司","上海","100193 北京市海淀区东北旺西路8号院乙18号楼一层118室","上海","10"
"南京信息工程大学; 王珺鹏; 宁波杭州湾新区拓辰科技有限公司","宁波杭州湾新区拓辰科技有限公司; 北京星之蕴企业管理咨询中心(有限合伙); 王珺鹏","江苏","315000 浙江省宁波市杭州湾新区世纪城揽月苑12号楼20-8室; 100020 北京市朝阳区豆各庄黄厂西路1号C2栋三层1047; 100080 北京市海淀区东升园公寓宿舍4号楼3门502号","江苏","31"
"东莞市高鑫机电科技服务有限公司; 广东工业大学","浙江畅唐网络股份有限公司; 东莞市高鑫机电科技服务有限公司; 广东工业大学","广东","310051 浙江省杭州市滨江区西兴街道江陵路88号8幢703室; 523000 广东省东莞市南城区周溪隆溪路5号高盛科技园高盛科技大厦806室","广东","31"
"特金智能科技(上海)有限公司","上海特金信息科技有限公司","上海","201203 上海市浦东新区中国(上海)自由贸易试验区郭守敬路498号14幢22301-331座","上海","20"
"刘义明","兆亮科技股份有限公司","台湾","中国台湾台南市南区新乐路5之1号3楼, 邮编 :","台湾","中国"
"江苏师范大学; 深圳立专技术转移中心有限公司","深圳立专技术转移中心有限公司; 苏州莱库航空装备科技有限公司","江苏","518000 广东省深圳市龙华区大浪街道高峰社区华荣路39号科源商务大厦康瑞时代广场509; 215300 江苏省苏州市昆山市周市镇康庄路159号3号房","江苏","51"
"金乡县林业保护和发展服务中心(金乡县湿地保护中心、金乡县野生动植物保护中心、金乡县国有白洼林场)","金乡县林业保护和发展服务中心(金乡县湿地保护中心、金乡县野生动植物保护中心、金乡县国有白洼林场); 东平县接庄镇人民政府","山东","272200 山东省济宁市金乡县文峰中路35号","山东","27"
"连云港云桥信息技术有限公司; 常熟理工学院; 合肥科易果信息科技有限公司","道纪智慧(安徽)信息技术有限公司; 合肥科易果信息科技有限公司; 连云港云桥信息技术有限公司","江苏","233600 安徽省亳州市涡阳县经济开发区光机电标准化厂房内星园孵化器; 230000 安徽省合肥市包河区庐州大道与福州路交口银河幸福广场商业D幢1414室; 222000 江苏省连云港市中国(江苏)自由贸易试验区连云港片区连云区阳光自贸大厦201号13016室","江苏","23"
"史密斯探测有限责任公司","史密斯探测公司","美国","美国马里兰州","美国","美国"
"中国科学院自动化研究所","苏州中科全象智能科技有限公司","北京","215021 江苏省苏州市工业园区金鸡湖大道88号E1栋","北京","21"
"宁波研祥科技有限公司","研祥高科技控股集团有限公司","浙江","518000 广东省深圳市南山区粤海街道麻岭社区高新中四道31号研祥科技大厦20楼B1","浙江","51"
"章云娟","深圳市赛维电商股份有限公司","广东","518111 广东省深圳市龙岗区平湖街道华南大道一号华南国际皮革皮具原辅料物流区二期6C-005—6C-008号","广东","51"
"李芝宏; 卓柔萍","卓柔萍; 浙江音置声学科技有限公司","广东","515700 广东省潮州市饶平县汫洲镇山家后头井北五巷3号; 311200 浙江省杭州市萧山区闻堰街道天马路1688号3幢501室","广东","51"
"北京汇冠触摸技术有限公司; 北京汇冠新技术股份有限公司","广东汇冠新技术有限公司; 北京汇冠触摸技术有限公司","北京","523000 广东省东莞市凤岗镇碧湖大道51号2栋502室; 100085 北京市海淀区西北旺东路10号院东区21号楼6层101-602","北京","52"
"武汉阿帕科技有限公司","北京智联信技术有限公司","湖北","100000 北京市海淀区小南庄20号B座103室","湖北","10"
"百信信息技术有限公司","百信信创(北京)科技有限公司; 百信信息技术有限公司","山西","102600 北京市大兴区科苑路13号院1号楼3层312室","山西","10"
"深圳芯定式科技合伙企业(有限合伙)","深圳轻思科技有限公司","广东","518000 广东省深圳市福田区福田街道福山社区滨河大道5022号联合广场A座1010K","广东","51"
"秦艳","罗普特(厦门)科技集团有限公司","福建","361008 福建省厦门市软件园三期诚毅大街366号0006单元","福建","36"
"重庆工程职业技术学院","广西萃发科技有限公司","重庆","541000 广西壮族自治区桂林市七星区七里店路108号大学科技园1#-301房","重庆","54"
"上海生慧樘科技有限公司; 许强","天津远珩科技发展有限公司; 上海生慧樘科技有限公司","上海","300000 天津市武清区白古屯镇富和公路16号311室; 201602 上海市松江区佘山镇陶干路701号5幢","上海","30"
"亿百葩鲜数据科技(上海)有限公司; 洲迹(上海)电子商务有限公司","洲迹(上海)电子商务有限公司; 深兰科技(上海)有限公司","上海","200131 上海市浦东新区中国(上海)自由贸易试验区美盛路168号南楼7层S705-9A室; 201209 上海市浦东新区上川路1398号1幢101A室","上海","20"
"周新","青岛市市立医院","山东","266000 山东省青岛市市北区胶州路1号","山东","26"
"上海弘视通信技术有限公司","杭州云深弘视智能科技有限公司","上海","310000 浙江省杭州市江干区九环路9号3幢3楼308-1室","上海","31"
"拓二股份有限公司; 拓连股份有限公司","拓元股份有限公司; 拓二股份有限公司","台湾","中国台湾台北市松山区南京东路3段270号10楼","台湾","中国"
"平安普惠企业管理有限公司","深圳市与米数字科技有限公司","广东","518000 广东省深圳市福田区福田街道福安社区民田路178号华融大厦2903B","广东","51"
"台州市吉吉知识产权运营有限公司; 上海斐讯数据通信技术有限公司","北京京瀚禹电子工程技术有限公司; 台州市吉吉知识产权运营有限公司","上海","102200 北京市昌平区沙河镇松兰堡村西海特光电院内办公楼1层102室; 318015 浙江省台州市椒江区洪家街道东环大道2388号农港城A区2-3167号","上海","10"
"何岗","湖北广彩印刷有限公司","湖北","432700 湖北省随州市广水市广水办事处桐柏大道特7号","湖北","43"
"广东高航知识产权运营有限公司; 中兴通讯股份有限公司; 潘荣琼","潘荣琼; 广东高航知识产权运营有限公司; 徐州铁手五金工具制造有限公司","广东","532200 广西壮族自治区崇左市江州区石林大道15号; 510640 广东省广州市天河区五山路中公教育大厦371-1号2401单元; 510640 广东省广州市天河区五山路371号之一主楼2414-2416单元; 221351 江苏省徐州市邳州市碾庄镇工业园区","广东","53"
"堪得拉日本株式会社","加贺富仪艾股份有限公司","日本","日本神奈川县","日本","日本"
"信帧电子技术(北京)有限公司; 贺江涛; 刘忠轩佟惠勇","贺江涛; 刘忠轩佟惠勇","北京","100085 北京市海淀区信息路甲28号科实大厦A座6A","北京","10"
"英华达(西安)通信科技有限公司","英华达(南京)科技有限公司","陕西","211153 江苏省南京市江宁经济技术开发区将军大道133号","陕西","21"
"孟剑","北京腾蓝智能科技有限公司","北京","102488 北京市房山区拱辰街道月华大街1号A8-1442","北京","10"
"哈尔滨理工大学","北京众兴拓信息技术有限公司","黑龙江","100020 北京市朝阳区北沙滩甲1号1幢1-5内5层502","黑龙","10"
"山东电力工程咨询院有限公司; 山东容弗新信息科技有限公司; 济南容弗科技有限公司","山东电力工程咨询院有限公司; 山东容弗新信息科技有限公司","山东","250014 山东省济南市历下区闵子骞路106号","山东","25"
"深圳立安保险经纪有限公司","深圳市保罗科技服务有限公司","广东","518000 广东省深圳市福田区车公庙天吉大厦(F5.8厂房)6B1","广东","51"
"上海智向信息科技有限公司","昆山中亿丰光电科技有限公司","上海","215000 江苏省苏州市昆山开发区盛晞路2号3号房117室","上海","21"
"深圳市步科电气有限公司","上海步科自动化股份有限公司","广东","200120 上海市浦东新区中国(上海)自由贸易试验区申江路5709号、秋月路26号3幢北侧三楼","广东","20"
"江西汉辰信息技术股份有限公司; 深圳京发科技控股有限公司; 江西华章汉辰融资担保集团股份有限公司; 江西金融发展集团股份有限公司; 江西普惠金融科技研究院","深圳磁力线数字科技有限公司; 江西汉辰信息技术股份有限公司; 深圳京发科技控股有限公司; 江西华章汉辰融资担保集团股份有限公司; 江西金融发展集团股份有限公司; 江西普惠金融科技研究院","江西","518000 广东省深圳市福田区福田街道圩镇社区福田路24号海岸环庆大厦24层2407H房; 330000 江西省南昌市高新技术产业开发区高新大道589号南昌大学科技园一号大楼三楼A301、A302室","江西","51"
"石家庄市桥西区深度动画工作室","石家庄市深度动画科技有限公司","河北","河北省石家庄市东岗路108号大石门商务中心A座4层419室  邮政编码 : 050031","河北","河北"
"摩托罗拉公司","纽安斯通信有限公司","美国","美国特拉华州","美国","美国"
"华能国际电力股份有限公司浙江清洁能源分公司","华能(浙江)能源开发有限公司清洁能源分公司","浙江","310014 浙江省杭州市下城区中山北路565号华能大厦","浙江","31"
"储长红","郑州市浩辰机电工程有限公司","安徽","450001 河南省郑州市高新区翠竹街6号1号楼C座601号","安徽","45"
"上海因联企业咨询合伙企业(普通合伙)","初日(上海)企业咨询管理中心(有限合伙)","上海","201802 上海市嘉定区沪宜公路1185号1幢1层J2438室","上海","20"
"刘凌霞","宋强","河南","455000 河南省安阳市文峰区县前街2号院12号","河南","45"
"张益民; 深圳泓越企业管理咨询有限公司; 淮阴工学院","江西博邦新能源科技有限公司; 张益民; 深圳泓越企业管理咨询有限公司","江苏","334000 江西省上饶市高铁经济试验区天佑大道9号2号楼11楼05室; 334000 江西省上饶市广信区清水乡东汪村畈上42号; 518000 广东省深圳市龙华区大浪街道横朗社区华兴路13号智云产业园A栋1104","江苏","33"
"飞思卡尔以色列有限公司","飞思卡尔半导体公司","以色列",NA,"以色","Unknown"
"珠海方正科技多层电路板有限公司; 北大方正集团有限公司","珠海方正科技多层电路板有限公司; 新方正控股发展有限责任公司","广东","519002 广东省珠海市香洲区前山白石路107号","广东","51"
"重庆金融资产交易所有限责任公司","广州柯科医疗科技有限公司","重庆","510000 广东省广州市番禺区大石街石北工业路644号14栋413之31房","重庆","51"
"苏州宏正电子科技有限公司","江苏苏启智能科技有限公司","江苏","224000 江苏省盐城市盐都区高旺沟路与204国道交叉处东北第三栋B9号楼一层101室","江苏","22"
"鼎信项目管理咨询有限公司; 深圳龙图腾科技成果转化有限公司; 龙图腾网科技(合肥)股份有限公司; 青岛科技大学","重庆将心注入知识产权运营有限公司; 鼎信项目管理咨询有限公司; 深圳龙图腾科技成果转化有限公司; 龙图腾网科技(合肥)股份有限公司","山东","402260 重庆市江津区双福新区九江大道科技创新中心5楼; 400000 重庆市渝中区大坪正街51号; 518000 广东省深圳市罗湖区笋岗街道笋岗东路3002号万通大厦22层2202室; 230000 安徽省合肥市蜀山经济开发区井岗路电商园一期2号楼1楼","山东","40"
"摩托罗拉移动有限责任公司; 摩托罗拉公司","谷歌技术控股有限责任公司; 摩托罗拉移动公司","美国","美国加利福尼亚州; 美国伊利诺斯","美国","美国"
"林元霞","广西北部湾弘信供应链管理有限公司","广西","530000 广西壮族自治区南宁市丰达路28号","广西","53"
"新华三技术有限公司; 北京紫光通信科技集团有限公司","北京紫光通信科技集团有限公司; 紫光通信科技(岳阳)有限公司","浙江","100088 北京市海淀区知春路7号致真大厦B座24层; 414000 湖南省岳阳市湖南城陵矶新港区永济大道临港高新产业园2号楼B栋867室","浙江","10"
"郑州起点知识产权运营有限公司; 深圳中神电子科技有限公司","郑州数链科技有限公司; 郑州起点知识产权运营有限公司","河南","450046 河南省郑州市郑东新区中道东路6号智慧岛大厦A区8层A-809-1; 450000 河南省郑州市金水区国基路60号A座605房间","河南","45"
"安徽安歌机器人有限公司","安歌智慧科技(上海)有限公司","上海","201100 上海市闵行区顾戴路2337号9幢8层D单元","上海","20"
"西安科技大学; 九尔(西安)知识产权服务有限公司; 贾志娟","九尔(西安)知识产权服务有限公司; 贾志娟; 陕西蜗牛登顶电子科技有限公司","陕西","710000 陕西省西安市未央区太华北路415号华远锦悦中心写字楼2513室; 223100 江苏省淮安市洪泽区东七街3号A12-2幢503室; 710000 陕西省西安市西咸新区沣东新城世纪大道西咸人才大厦七层G1-708","陕西","71"
"华为技术有限公司; 全球通信专利许可有限公司","全球通信专利许可有限公司; 阿莫泰克有限公司","广东","美国维吉尼亚州; 韩国仁川","广东","美国"
"光宝电子(广州)有限公司; 光宝科技股份有限公司","光宝光电(常州)有限公司; 光宝电子(广州)有限公司光宝科技股份有限公司","广东","213166 江苏省常州市武进高新技术产业开发区阳湖路88号","广东","21"
"王旭","福州元融科技有限公司","湖北","350015 福建省福州市马尾区快安路8号创新楼103S室(自贸试验区内)","湖北","35"
"广东电网有限责任公司佛山供电局; 南方电网数字企业科技(广东)有限公司","南方电网数字企业科技(广东)有限公司","广东","510700 广东省广州市黄埔区光谱中路11号云升科学园","广东","51"
"陕西昌大科技有限公司","上海大唐移动通信设备有限公司; 陕西昌大科技有限公司","陕西","200233 上海市徐汇区钦江路333号41幢5、6楼","陕西","20"
"武汉斗鱼网络科技有限公司","合肥北城科创集团有限责任公司","湖北","230000 安徽省合肥市长丰县双墩镇阜阳北路与济河路交口北城综合服务中心","湖北","23"
"厦门元屿安科技有限公司","厦门市安杰云网络有限公司","福建","361000 福建省厦门市厦门火炬高新区软件园三期诚毅北大街62号209单元0364号","福建","36"
"西安云展信息科技有限公司; 西京学院; 王震","王震; 西安云展信息科技有限公司; 西安聪正新能源科技有限公司","陕西","710061 陕西省西安市碑林区长安路北段5号付2号; 710065 陕西省西安市高新区唐延路1号旺座国际1幢2单元22401室; 710116 陕西省西安市长安区西咸新区沣东新城征和四路2168号7号楼2层南侧203室","陕西","71"
"恒大智慧科技有限公司","星络家居云物联科技有限公司","广东","518000 广东省深圳市南山区粤海街道南油社区建南路15号恒大天璟B2801","广东","51"
"孙伟力","北京盛世光明软件股份有限公司","北京","100085 北京市海淀区上地三街9号C座1210","北京","10"
"南京翔维物流设备制造有限公司","上海申雪供应链管理有限公司","上海","201799 上海市青浦区重固镇赵重公路2778弄26号201室","上海","20"
"邹锋; 杨艳梅","深圳市连强控股有限责任公司; 邹锋","安徽","518000 广东省深圳市光明区马田街道合水口社区芳园路550号伯尼大厦1102; 235100 安徽省淮北市濉溪县南坪镇赵桥村邹圩庄40-1号","安徽","51"
"安华高科技通用IP(新加坡)公司; LSI公司","安华高科技股份有限公司; 安华高科技通用IP(新加坡)公司","美国","新加坡新加坡市","美国","新加"
"中国电力科学研究院; 国家电网公司","中国电力科学研究院; 国家电网公司; 国网天津市电力公司","北京","100192 北京市海淀区清河小营东路15号","北京","10"
"邯郸学院","四川瀚库智数科技有限公司","河北","610000 四川省成都市高新区蜀锦路88号1栋1单元16层03号","河北","61"
"刘思宏; 崔海青; 中国民航大学; 中航科星(天津)科技发展有限公司","中航科星(天津)科技发展有限公司; 刘思宏; 崔海青; 北京飞安航空科技有限公司","天津","300300 天津市东丽区广轩道航空商务中心C区中国民航大学科技园C2号楼315(含316)室; 300300 天津市东丽区津北公路2898号; 100144 北京市石景山区八大处路49号院1号楼5层503室","天津","30"
"武汉科技大学; 湖州信倍连网络科技有限公司","湖州信倍连网络科技有限公司; 北京巨量科创科技有限公司","湖北","313000 浙江省湖州市吴兴区高新区七幸路656号1幢1-C; 101400 北京市怀柔区杨宋镇凤翔东大街2号2幢北起6-10号","湖北","31"
"浙江机电职业技术学院","温州格宇工艺礼品有限公司","浙江","325800 浙江省温州市龙港市纺织三街108号","浙江","32"
"北京知投家知识产权运营有限公司; 宁波大学; 李金凤; 北京勇搏科技有限公司","李金凤; 北京勇搏科技有限公司; 宁波大学; 北京知投家知识产权运营有限公司","浙江","274300 山东省菏泽市单县浮岗镇毛庄行政村后石楼村41号; 102600 北京市大兴区兴华大街2段3号院波普中心2号楼2212室; 315211 浙江省宁波市江北区风华路818号; 102600 北京市大兴区乐园路4号院2号楼3层1单元317","浙江","27"
"杭州电子科技大学; 浙江知多多网络科技有限公司","浙江知多多网络科技有限公司; 福建迈格林医疗科技有限公司","浙江","310016 浙江省杭州市江干区高德置地中心1号楼3003室-1; 362100 福建省泉州市台商投资区张坂镇玉埕村德润产业园4号楼","浙江","31"
"北京中电普华信息技术有限公司; 北京华电天益信息科技有限公司","国网思极网安科技(北京)有限公司; 北京华电天益信息科技有限公司","北京","102200 北京市昌平区未来科技城国家电网园区C座5层539室","北京","10"
"武汉科技大学; 湖州信倍连网络科技有限公司","湖州信倍连网络科技有限公司; 从零到一(北京)科技发展有限公司","湖北","313000 浙江省湖州市吴兴区高新区七幸路656号1幢1-C; 102600 北京市大兴区宏业东路1号院24号楼1层101-371","湖北","31"
"台达电子工业股份有限公司","达创科技股份有限公司","台湾","中国台湾台北市","台湾","中国"
"天津大学; 天津科润生产力促进有限责任公司","天津科润生产力促进有限责任公司; 江苏超数信息科技有限公司","天津","300000 天津市红桥区西于庄街道宝能创业中心B座06-01-45; 226000 江苏省南通市崇川区跃龙南路182号1幢数字大厦6楼","天津","30"
"比特飞翔株式会社","比特飞翔区块链株式会社","日本","日本东京都港区赤坂九丁目7番1号","日本","日本"
"韩家佳; 北京网律科技有限公司","北京网律科技有限公司; 江苏网律智慧科技有限公司","北京","101399 北京市顺义区南法信镇焦各庄街9号院3号楼-2至10层101内4层411; 210006 江苏省南京市秦淮区正学路1号F3栋1237号","北京","10"
"平安普惠企业管理有限公司","深圳博浩远科技有限公司","广东","518000 广东省深圳市宝安区西乡街道固兴社区航城大道宝岗实业有限公司工业区厂房一栋1层","广东","51"
"南京飞米农业科技有限公司; 努比亚技术有限公司; 边缘智能研究院南京有限公司","边缘智能研究院南京有限公司; 南京飞米农业科技有限公司; 美亚卓越(海南)软件有限公司","江苏","210013 江苏省南京市鼓楼区古平岗4号C座; 210013 江苏省南京市鼓楼区古平岗4号; 570100 海南省海口市龙华区海秀中路71号海垦广场B座1207室","江苏","21"
"安庆市亿方网络工程有限公司","哈尔滨汇滨电子有限公司","安徽","150036 黑龙江省哈尔滨市香坊区哈平路98-1号杰顺花园2栋1层2号","安徽","15"
"网易无尾熊(杭州)科技有限公司","阿里巴巴(中国)有限公司","浙江","310012 浙江省杭州市西湖区西斗门路3号天堂软件园A幢10楼G座","浙江","31"
"广东工业大学","福建星网智慧科技有限公司","广东","361000 福建省厦门市思明区软件园二期观日路56号1001单元","广东","36"
"合肥九州龙腾科技成果转化有限公司; 龙图腾网科技(合肥)股份有限公司; 燕山大学","国网山东省电力公司东营市河口区供电公司; 合肥九州龙腾科技成果转化有限公司; 龙图腾网科技(合肥)股份有限公司","河北","257000 山东省东营市河口区海宁路3号; 230000 安徽省合肥市蜀山经济开发区井岗路电商园一期2号楼203; 230000 安徽省合肥市蜀山经济开发区井岗路电商园一期2号楼1楼","河北","25"
"无敌科技(西安)有限公司; 海门黄海创业园服务有限公司","海门黄海创业园服务有限公司; 江苏星地通通信科技有限公司","陕西","226156 江苏省南通市海门市滨海新区港西大道999号; 211300 江苏省南京市高淳区漆桥镇河滨路1号","陕西","22"
"数字解码及追踪协会; 菲利普莫里斯生产公司","英艾克斯图股份有限公司; 数字解码及追踪协会","瑞士","瑞士洛桑; 瑞士苏黎世","瑞士","瑞士"
"深圳高新邦科技有限公司","深圳高新邦技术有限公司","广东","518000 广东省深圳市龙华区龙华街道清华社区建设东路青年创业园A栋2层208","广东","51"
"努比亚技术有限公司","厦门万匹思网络科技有限公司","福建","361000 福建省厦门市湖里区日圆三里11号1001室之一","福建","36"
"陈志明","天嘉盛诚(西安)网络科技有限公司","广东","710086 陕西省西安市沣东新城三桥街道秦龙泉山庄9号楼1单元202","广东","71"
"哈尔滨理工大学; 哈尔滨工业大学","北京思柯瑞科技有限公司","黑龙江","100000 北京市海淀区北三环西路48号1号楼A座22层22D号02号","黑龙","10"
"四川企易标信息科技有限公司","上饶市益联光学仪器有限公司","四川","334000 江西省上饶市信州区朝阳产业园二路西侧5号","四川","33"
"博大龙; 上海艾卫迪文化传播有限公司","博大龙; 北京盛思播龙文化传媒有限公司","上海","200050 上海市长宁区愚园路1249弄2号","上海","20"
"物联智慧股份有限公司","物联智慧科技(深圳)有限公司; 物联智慧股份有限公司","台湾","广东省深圳市龙华区龙华街道龙园社区丰益路10号201","台湾","广东"
"何权坤","四川利特尔科技有限公司","山东","621011 四川省绵阳市经开区松垭镇松南路22号","山东","62"
"三星电子株式会社; 日本电气株式会社","日本电气株式会社","韩国","日本东京都","韩国","日本"
"戴瑾","北京超弦存储器研究院","北京","100176 北京市大兴区北京经济技术开发区景园北街52幢5层501-12","北京","10"
"宁波三星电气股份有限公司; 宁波三星智能电气有限公司","宁波三星智能电气有限公司; 宁波三星医疗电气股份有限公司","浙江","315034 浙江省宁波市江北区慈城镇枫湾路16号; 315191 浙江省宁波市鄞州工业园区(宁波市鄞州区姜山镇)","浙江","31"
"西安赛斐软件科技有限公司","广州翼风通信技术有限公司","陕西","510623 广东省广州市天河区华夏路26号9层","陕西","51"
"伊顿智能动力有限公司; 丹佛斯动力系统II技术有限公司","丹佛斯动力系统II技术有限公司; 丹佛斯有限公司","爱尔兰","丹麦诺德堡","爱尔","丹麦"
"深圳市骏利宏精密技术有限公司","深圳市下洋电器有限公司","广东","518103 广东省深圳市宝安区福永街道塘尾社区建安路金星工业园厂房一第五层南A","广东","51"
"郭克华","中南大学","湖南","410083 湖南省长沙市岳麓区麓山南路932号","湖南","41"
"国网上海市电力公司; 武汉新电电气股份有限公司","国网上海市电力公司; 武汉新电电气股份有限公司; 国网湖北省电力有限公司","上海","200122 上海市浦东新区中国(上海)自由贸易试验区源深路1122号","上海","20"
"上海全土豆文化传播有限公司","阿里巴巴(中国)有限公司","浙江","310052 浙江省杭州市滨江区长河街道网商路699号4号楼5楼508室","浙江","31"
"平凉陇山工贸有限责任公司; 闫宇涛; 陕西皓鲸信息科技有限责任公司","甘肃山多建设发展有限责任公司; 平凉陇山工贸有限责任公司; 闫宇涛","陕西","744000 甘肃省平凉市崆峒区柳湖乡八里村石祖子社10号; 744000 甘肃省平凉市崆峒区公路街38号理想城A座19层; 744000 甘肃省平凉市崆峒区法院巷3号工行4号楼3单元602室","陕西","74"
"浙江科聪智能科技有限公司","杭州科聪自动化有限公司","浙江","310051 浙江省杭州市滨江区江晖路487号3号楼202室","浙江","31"
"广东华博企业管理咨询有限公司; 中兴通讯股份有限公司","广东华博企业管理咨询有限公司; 国网新疆电力公司电力科学研究院","广东","510640 广东省广州市天河区金颖路1号1106自编之二房; 830011 新疆维吾尔自治区乌鲁木齐高新技术产业开发区(新市区)长春中路东二巷66号","广东","51"
"英业达股份有限公司","李志魁","台湾","河北省秦皇岛市昌黎县朱各庄镇坎上村1108号","台湾","河北"
"田茂祥","国网山东省电力公司泰安供电公司; 国家电网公司","山东","271000 山东省泰安市泰山区东岳大街8号","山东","27"
"南京信息工程大学","南京昊视未来智慧科技有限公司","江苏","210031 江苏省南京市江北新区星火路17号创智大厦02幢801-8022室","江苏","21"
"浙江师范大学; 合肥九州龙腾科技成果转化有限公司","合肥九州龙腾科技成果转化有限公司; 重庆珈域电子科技有限公司","浙江","230000 安徽省合肥市蜀山经济开发区井岗路电商园一期2号楼203; 402160 重庆市永川区凤凰大道108号附1号","浙江","23"
"夏普株式会社","伊乐视有限公司","日本","美国华盛顿州(邮编98683)温哥华市东南第34号大街18110号480号间","日本","美国"
"张志秋; 中国人民解放军空军航空大学军事仿真技术研究所","吉林省天翼仿真技术有限公司; 张志秋","吉林","130011 吉林省长春市汽车经济技术开发区夏利路777号; 100020 北京市朝阳区十里堡北区炫特嘉园9号楼1606号","吉林","13"
"哈尔滨工业大学","赵荣强","黑龙江","236500 安徽省界首市西城办事处中原路428号2单元9户","黑龙","23"
"山东中车同力钢构有限公司","山东中车同力钢构有限公司; 中车山东风电有限公司","山东","250022 山东省济南市槐荫区槐村街73号","山东","25"
"赵运磊; 上海扈民区块链科技有限公司","复旦大学; 赵运磊","上海","200433 上海市杨浦区邯郸路220号; 200438 上海市杨浦区淞沪路2005号复旦大学(江湾校区)计算机学院717室","上海","20"
"苏州易乐展示系统工程有限公司","苏州晨尔诺光电科技有限公司","江苏","215000 江苏省苏州市昆山市张浦镇尚明甸村村民委员会","江苏","21"
"展讯通信(上海)有限公司; 芯鑫融资租赁(厦门)有限责任公司; 重庆重邮信科通信技术有限公司; 锐迪科(重庆)微电子科技有限公司","芯鑫融资租赁(厦门)有限责任公司; 展讯通信(上海)有限公司; 锐迪科(重庆)微电子科技有限公司","重庆","361006 福建省厦门市自由贸易试验区厦门片区象屿路97号厦门国际航运中心D栋8层05单元X; 201203 上海市浦东新区张江高科技园区祖冲之路2288弄展讯中心1号楼; 400060 重庆市南岸区南坪街道南城大道199号左附楼403","重庆","36"
"北京邮电大学","北京邮电大学; 首都医科大学宣武医院","北京","100876 北京市海淀区西土城路10号","北京","10"
"北京百度网讯科技有限公司","阿波罗智能技术(北京)有限公司","北京","100085 北京市海淀区上地十街10号1幢1层105","北京","10"
"张仁平","北京中科恒伦科技有限公司","重庆","102206 北京市昌平区沙河镇北街家园五区2号楼3层4单元313室","重庆","10"
"山东继和科技发展有限公司; 鄄城鑫磊交通工程材料有限公司","菏泽华信塑业股份有限公司; 山东继和科技发展有限公司","山东","274000 山东省菏泽市鄄城县李进士堂镇开发区(陈庄南); 274000 山东省菏泽市鄄城县户外用品产业园","山东","27"
"苏州捷泰科信息技术有限公司","王永捷; 王桂荣; 马淑英; 杨陈智; 王致同","江苏","300384 天津市华苑产业区华天道6号海泰信息广场H座710","江苏","30"
"华南师范大学","成都新智创新科技有限公司","广东","610200 四川省成都市中国(四川)自由贸易试验区成都市双流区西航港街道成新大件路289号1016室邮箱自编号020869","广东","61"
"数据中心技术股份有限公司","赛门铁克公司","美国","美国加利福尼亚","美国","美国"
"无锡旭联科技发展有限公司","无锡艇客信息科技有限公司","江苏","214000 江苏省无锡市滨湖区锦溪路100号","江苏","21"
"洛阳萃泽信息科技有限公司","洛阳萃泽信息科技有限公司; 河南城翰工业大数据有限公司","河南","471000 河南省洛阳市涧西区天津路街道13街坊40栋3门201室","河南","47"
"北京数迅科技有限公司","北京数捷科技有限公司","北京","100088 北京市西城区新街口外大街28号A座407号","北京","10"
